,,,,,,,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,,,,,,,,Position Rankings,,,,,,,Overall Rankings,,,,,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Chargers,,0,DST,DST1,3400,LAC,@ NE,25,17.75,5.7,6.6,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0.86,0.1,0,0.1,17.75,6.29,6.29,0,0,17.69,6.29,6.29,6,3,13,13,0,100,,35,53,190,190,11,1.9,10,2.9,,,,,,,,,,,,,,,2.28,0.81,0.5,0.14,0.02,22.49,347.92
Raiders,,0,DST,DST1,2600,LV,@ NO,31,17.75,4.9,8.6,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0.74,0.37,0,0.12,17.75,6.28,6.28,0,0,16.08,6.28,6.28,10,11,14,14,0,100,,90,61,191,191,0,2.4,0,,,,,,,,,,,,,,,,1.83,0.61,0.46,0.09,0.02,24.74,358.53
Jordan Akins,,0,TE,TE1,2700,CLE,vs MIA,20,14.75,4.5,2.2,4.4,0,0,0,0,0,0,0,0,0,4.56,0.1259,4.56,3.11,26.77,0.07,0,0,0,0,0,0,6.21,6.21,0,0,15.21,6.21,6.21,19,25,29,29,0,100,,90,60,192,192,6,2.3,0,,,,,,,,,0.02,0.07,,2.93,2.02,22.58,0.09,,,,,,,
Kevin Austin Jr.,,0,WR,WR2,3100,NO,vs LV,19,17.75,2,0,3.6,0,0,0,0,0,0,0,0,0,5.59,0.1868,5.59,2.77,31.29,0.05,0,0,0,0,0,0,6.2,6.2,0,3.2,10.2,6.2,6.2,40,47,85,85,0,100,,90,56,193,193,44,2,0,,,,,,,,,0.17,1.5,,3.17,1.5,19.17,,,,,,,,
Colby Parkinson,,0,TE,TE2,2700,LAR,vs ARI,1,27.25,3.5,4.4,4.9,0,0,0,0,0,0,0,0,0,3.95,0.1031,3.95,2.61,26.67,0.15,0,0,0,0,0,0,6.18,6.18,0,0.93,13.18,6.18,6.18,19,25,30,30,0,100,,90,60,194,194,20,2.3,0,,,,,,,,,,,,2.64,1.83,19.21,0.11,,,,,,,
Kendrick Bourne,,0,WR,WR3,3300,NE,vs LAC,17,17.75,6,12.6,5.8,0,0,0,0,0,0,0,0,0,3.3,0.0971,3.3,2.28,28.99,0.16,0,0,0,0,0,0,6.14,6.14,0,0,18.14,6.14,6.14,28,45,86,86,0,100,,62,54,195,195,21,1.9,4.2,1.3,0.02,0.01,0.23,,,0.01,1.46,0.18,1.58,,3.94,2.67,34.25,0.21,,,,,,,
Tyler Allgeier,,0,RB,RB2,5000,ATL,@ WAS,18,21.5,6,8.1,6.6,0,0,0,0,0,0.3378,10.93,47.23,0.23,10.93,0,0,0,0,0,0,0,0,0,0,0,6.1,6.1,0,0,18.1,6.1,6.1,27,29,41,41,0,100,,90,37,196,196,28,1.2,0,,,,,,,,,10.85,47.73,0.21,1.06,0.94,8.4,0.04,,,,,,,
Tim Patrick,,0,WR,WR3,4400,DET,@ SF,29,27,6.2,0,6.7,0,0,0,0,0,0,0,0,0,3.37,0.1065,3.37,2.21,27.17,0.19,0,0,0,0,0,0,6.07,6.07,0,0,18.47,6.07,6.07,40,34,87,87,0,100,,90,43,197,197,26,1.4,0,,,,,,,,,0.05,0.28,,4.56,2.85,39.15,0.25,,,,,,,
Mo Alie-Cox,!,0,TE,TE2,2500,IND,@ NYG,24,24,4.7,3.5,3.3,0,0,0,0,0,0,0,0,0,3.35,0.0889,3.35,2.14,24.79,0.24,0,0,0,0,0,0,6.06,6.06,0,0,15.46,6.06,6.06,19,27,31,31,0,100,,90,62,198,198,0,2.4,0,,,,,,,,,,,,2.05,1.31,16.47,0.17,,,,,,,
Tyler Higbee,,0,TE,TE1,3300,LAR,vs ARI,1,27.25,6.5,7.2,8.1,0,0,0,0,0,0,0,0,0,3.59,0.0938,3.59,2.42,23.82,0.2,0,0,0,0,0,0,6,6,0,0,19,6,6,11,19,32,32,0,100,,67,54,199,199,13,1.8,2.9,0.9,,,,,,,,0.01,0.01,,4.52,3.06,31.24,0.2,,,,,,,
Tyler Conklin,,0,TE,TE1,2900,NYJ,@ BUF,4,17.75,5,7.2,6.5,0,0,0,0,0,0,0,0,0,3.88,0.116,3.88,2.69,25.8,0.12,0,0,0,0,0,0,5.99,5.99,0,0,15.99,5.99,5.99,19,23,33,33,0,100,,90,58,200,200,24,2.1,0,,,,,,,,,0.05,0.04,,4.37,3.02,29.48,0.11,,,,,,,
Luke Schoonmaker,,0,TE,TE2,2700,DAL,@ PHI,26,15.25,4.4,2.2,5.4,0,0,0,0,0,0,0,0,0,3.7,0.1124,3.7,2.64,23.36,0.16,0,0,0,0,0,0,5.94,5.94,0,0,14.74,5.94,5.94,19,25,34,34,0,100,,90,60,201,201,0,2.2,0,,,,,,,,,,,,2.23,1.5,13.18,0.14,,,,,,,
Josh Oliver,,0,TE,TE2,2600,MIN,vs GB,12,25,4.3,4.5,6.2,0,0,0,0,0,0,0,0,0,3.28,0.0936,3.28,2.32,22.97,0.22,0,0,0,0,0,0,5.94,5.94,0,0,14.54,5.94,5.94,19,26,34,34,0,100,,90,61,201,201,0,2.3,0,,,,,,,,,,,,2.04,1.42,14.27,0.15,,,,,,,
Van Jefferson,,0,WR,WR2,3500,PIT,vs KC,16,22.25,4.9,3,4.5,0,0,0,0,0,0,0,0,0,3.37,0.1014,3.37,1.91,25.89,0.22,0,0,0,0,0,0,5.82,5.82,0,0,15.62,5.82,5.82,40,43,88,88,0,100,,90,52,202,202,16,1.7,0,,,,,,,,,0.06,0.34,,3.57,1.97,27.32,0.18,,,,,,,
Dolphins,,0,DST,DST1,3200,MIA,@ CLE,29,14.75,6.6,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0.6,0.48,0,0,14.75,5.82,5.82,0,0,19.02,5.82,5.82,10,5,15,15,0,100,,90,55,202,202,0,1.8,0,,,,,,,,,,,,,,,,2.23,0.84,0.45,0.2,0.02,23.66,359.61
KaVontae Turpin,,0,WR,WR4,3400,DAL,@ PHI,26,15.25,4.4,3.7,5.3,0,0,0,0,0,0,0,0,0,3.31,0.1006,3.31,2.08,25.65,0.18,0,0,0,0,0,0,5.73,5.73,0,0,14.53,5.73,5.73,40,44,89,89,0,100,,90,53,203,203,0,1.7,0,,,,,,,,,0.69,5.03,0.03,1.62,1.03,12.49,0.13,,,,,,,
Lucas Krull,,0,TE,TE2,2600,DEN,@ CIN,7,23.25,3.2,3.4,3.7,0,0,0,0,0,0,0,0,0,3.7,0.0942,3.7,2.97,24.56,0.05,0,0,0,0,0,0,5.73,5.73,0,0.93,12.13,5.73,5.73,16,26,35,35,0,100,,80,61,203,203,9,2.2,1.3,0.5,,,,,,,,,,,2.25,1.63,15.25,0.06,,,,,,,
Mack Hollins,,0,WR,WR4,3700,BUF,vs NYJ,25,27.75,5.5,3.9,5.9,0,0,0,0,0,0,0,0,0,3.15,0.0942,3.15,1.9,22.55,0.23,0,0,0,0,0,0,5.54,5.54,0,0,16.54,5.54,5.54,40,41,90,90,0,100,,90,50,204,204,0,1.5,0,,0.01,0.01,0.04,,,,0.93,0.04,0.44,,2.97,1.76,22.44,0.17,,,,,,,
Ricky Pearsall,,0,WR,WR3,4200,SF,vs DET,11,23.5,5.7,0,5.1,0,0,0,0,0,0,0,0,0,3.76,0.1221,3.76,2.25,25.22,0.12,0,0,0,0,0,0,5.49,5.49,0,0,16.89,5.49,5.49,40,36,91,91,0,100,,90,45,205,205,0,1.3,0,,,,,,,,,0.11,4.33,,3.11,1.89,21.11,0.11,,,,,,,
Falcons,,0,DST,DST1,2700,ATL,@ WAS,10,25,5.8,5.8,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0.6,0.39,0.1,0.2,25,5.47,5.47,0,0,17.07,5.47,5.47,10,10,16,16,0,100,,90,60,206,206,0,2,0,,,,,,,,,,,,,,,,1.81,0.71,0.47,0.16,0.03,23.19,357.23
Buccaneers,,0,DST,DST1,3400,TB,vs CAR,15,19.5,5.9,7.9,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0.21,0.74,0.1,0,19.5,5.42,5.42,0,0,17.22,5.42,5.42,10,3,17,17,0,100,,90,53,207,207,14,1.6,0,,,,,,,,,,,,,,,,2.53,0.77,0.71,0.15,0.02,23.22,352.9
Tommy Tremble,,0,TE,TE1,3200,CAR,@ TB,30,19.5,3.3,4,5.2,0,0,0,0,0,0,0,0,0,3.62,0.0999,3.62,2.4,19.95,0.16,0,0,0,0,0,0,5.36,5.36,0,0.41,11.96,5.36,5.36,19,20,36,36,0,100,,90,55,208,208,18,1.7,0,,,,,,,,,0.06,0.21,0.02,2.43,1.57,14.19,0.15,,,,,,,
Commanders,,0,DST,DST1,3100,WAS,vs ATL,21,21.5,5.2,3.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0.52,0.72,0,0.1,21.5,5.23,5.23,0,0,15.63,5.23,5.23,10,6,18,18,0,100,,90,56,209,209,17,1.7,0,,,,,,,,,,,,,,,,2.53,0.72,0.56,0.12,0.02,23.39,354.77
Audric Estime,,0,RB,RB2,5000,DEN,@ CIN,27,23.25,2.9,0,3.2,0,0,0,0,0,0.2875,8.84,39.68,0.2,8.84,0,0,0,0,0,0,0,0,0,0,0,5.17,5.17,0,0.82,10.97,5.17,5.17,15,29,42,42,0,100,,59,37,210,210,9,1,4.7,0.9,,,,,,,,5,22.91,0.09,0.36,0.36,1.27,,,,,,,,
Vikings,,0,DST,DST1,3300,MIN,vs GB,3,24,5.9,7.4,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0.89,0.48,0,0.08,24,5.16,5.16,0,0,16.96,5.16,5.16,10,4,19,19,0,100,,90,54,211,211,22,1.6,0,,,,,,,,,,,,,,,,2.55,0.92,0.55,0.18,0.02,21.19,345.95
Lions,,0,DST,DST1,3300,DET,@ SF,26,23.5,5.3,6.4,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0.67,0.48,0,0.19,23.5,5.16,5.16,0,0,15.76,5.16,5.16,10,4,19,19,0,100,,90,54,211,211,7,1.6,0,,,,,,,,,,,,,,,,2.07,0.67,0.49,0.13,0.04,24.17,366.52
Devin Singletary,,0,RB,RB2,4200,NYG,vs IND,20,16.5,6.6,10.4,7.1,0,0,0,0,0,0.3673,8.42,36.42,0.25,8.42,0,0,0,0,0,0,0,0,0,0,0,5.14,5.14,0,0,18.34,5.14,5.14,27,37,43,43,0,100,,90,45,212,212,37,1.2,0,,0.01,0.01,0.07,,,0.01,4.82,10.89,48.92,0.26,2.87,2.17,14.73,0.04,,,,,,,
Brock Wright,,0,TE,TE2,2600,DET,@ SF,29,27,2.9,3.1,3.5,0,0,0,0,0,0,0,0,0,2.39,0.0755,2.39,1.98,14.95,0.26,0,0,0,0,0,0,5.04,5.04,0,0.69,10.84,5.04,5.04,19,26,37,37,0,100,,90,61,213,213,6,1.9,0,,,,,,,,,,,,1.52,1.29,9.19,0.14,,,,,,,
Browns,,0,DST,DST1,2400,CLE,vs MIA,8,18.25,5.3,9.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0.33,0.44,0,0,18.25,5,5,0,0,15.6,5,5,10,13,20,20,0,100,,90,63,214,214,9,2.1,0,,,,,,,,,,,,,,,,2.25,0.72,0.5,0.12,0.02,23.94,349.12
Jaguars,,0,DST,DST1,3000,JAC,vs TEN,23,19,6.4,7.2,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0.44,0.11,0,0.22,19,4.99,4.99,0,0,17.79,4.99,4.99,10,7,21,21,0,100,,90,57,215,215,0,1.7,0,,,,,,,,,,,,,,,,2.22,0.7,0.46,0.2,0.01,23.65,357.93
Packers,,0,DST,DST1,2700,GB,@ MIN,12,25,5.3,6.9,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,0.61,0.51,0,0,25,4.97,4.97,0,0,15.57,4.97,4.97,10,10,22,22,0,100,,90,60,216,216,21,1.8,0,,,,,,,,,,,,,,,,2.5,0.83,0.52,0.09,0.01,21.68,345.57
Cedrick Wilson,,0,WR,WR4,3200,NO,vs LV,19,17.75,6.7,6.3,3.7,0,0,0,0,0,0,0,0,0,2.74,0.0915,2.74,1.92,22.02,0.13,0,0,0,0,0,0,4.9,4.9,0,0,18.3,4.9,4.9,40,46,92,92,0,100,,90,55,217,217,0,1.5,0,,0.09,0.09,2,,0.03,0.03,17.14,0.09,0.11,,2.58,1.74,21.83,0.18,,,,,,,
Grant Calcaterra,,0,TE,TE1,3100,PHI,vs DAL,9,22.75,3.4,2.6,4.4,0,0,0,0,0,0,0,0,0,2.6,0.0995,2.6,2.17,21.85,0.09,0,0,0,0,0,0,4.9,4.9,0,0,11.7,4.9,4.9,19,21,38,38,0,100,,90,56,217,217,8,1.6,0,,,,,,,,,,,,1.85,1.5,18.7,0.05,,,,,,,
Josh Reynolds,,0,WR,WR3,3000,JAC,vs TEN,31,20,6,8.1,5.2,0,0,0,0,0,0,0,0,0,3.15,0.095,3.15,1.77,22.72,0.14,0,0,0,0,0,0,4.88,4.88,0,0,16.88,4.88,4.88,40,48,93,93,0,100,,90,57,218,218,13,1.6,0,,,,,,,,,0.08,0.38,,4.11,2.42,32.46,0.21,,,,,,,
Ray Davis,,0,RB,RB2,4200,BUF,vs NYJ,28,27.75,6.1,0,6.6,0,0,0,0,0,0.2412,7.82,31.72,0.28,7.82,0,0,0,0,0,0,0,0,0,0,0,4.85,4.85,0,0,17.05,4.85,4.85,27,37,44,44,0,100,,90,45,219,219,8,1.2,0,,,,,,,,,6.13,24.6,0.2,1,0.93,12.27,0.13,,,,,,,
Mike Williams,,0,WR,WR4,3600,PIT,vs KC,16,22.25,9.1,17.7,4.4,0,0,0,0,0,0,0,0,0,2.57,0.0775,2.57,1.6,22.88,0.16,0,0,0,0,0,0,4.85,4.85,0,0,23.05,4.85,4.85,40,42,94,94,0,100,,90,51,219,219,17,1.3,0,,,,,,,,,0.09,0.32,0.01,5.57,3.38,51.79,0.32,,,,,,,
Adam Trautman,,0,TE,TE1,2800,DEN,@ CIN,7,23.25,4.1,3.8,3.5,0,0,0,0,0,0,0,0,0,2.38,0.0606,2.38,1.62,18.03,0.22,0,0,0,0,0,0,4.74,4.74,0,0,12.94,4.74,4.74,15,24,39,39,0,100,,79,59,220,220,0,1.7,1.5,0.5,,,,,,,,,,,2.23,1.54,16.85,0.15,,,,,,,
Saints,,0,DST,DST1,2900,NO,vs LV,27,19.75,6,8.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,0.33,0.11,0.11,0,19.75,4.56,4.56,0,0,16.56,4.56,4.56,10,8,23,23,0,100,,90,58,221,221,14,1.6,0,,,,,,,,,,,,,,,,2.54,0.84,0.53,0.12,0.02,22.08,350.56
Adonai Mitchell,,0,WR,WR4,3800,IND,@ NYG,24,24,3.7,0,3.4,0,0,0,0,0,0,0,0,0,4.4,0.1168,4.4,1.87,26.39,0,0,0,0,0,0,0,4.51,4.51,0,0,11.91,4.51,4.51,40,40,95,95,0,100,,90,49,222,222,0,1.2,0,,0.07,0.07,1.6,,,,12.36,0.27,0.4,,3.33,1.4,19.33,,,,,,,,
Dawson Knox,,0,TE,TE2,3000,BUF,vs NYJ,25,27.75,5.2,5.3,4.4,0,0,0,0,0,0,0,0,0,2.39,0.0714,2.39,1.61,19.21,0.16,0,0,0,0,0,0,4.49,4.49,0,0,14.89,4.49,4.49,19,22,40,40,0,100,,90,57,223,223,27,1.5,0,,,,,,,,,0.01,0.16,,3.7,2.41,28.59,0.29,,,,,,,
Michael Mayer,,0,TE,TE2,2700,LV,@ NO,23,19.75,4.3,5.9,3.1,0,0,0,0,0,0,0,0,0,3.33,0.0806,3.33,2.15,19.27,0.05,0,0,0,0,0,0,4.38,4.38,0,0,12.98,4.38,4.38,19,25,41,41,0,100,,90,60,224,224,9,1.6,0,,,,,,,,,,,,3.14,2.05,20.24,0.1,,,,,,,
Cardinals,,0,DST,DST1,2600,ARI,@ LAR,11,27.25,6.2,3.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0.21,0.43,0.21,0.11,27.25,4.38,4.38,0,0,16.78,4.38,4.38,8,11,24,24,0,100,,64,61,224,224,6,1.7,4,1.5,,,,,,,,,,,,,,,2.47,0.71,0.59,0.16,0.04,23.47,349.35
Cade Stover,,0,TE,TE2,2500,HOU,vs BAL,3,20.25,3,0,3,0,0,0,0,0,0,0,0,0,2.57,0.0695,2.57,1.8,16.06,0.16,0,0,0,0,0,0,4.37,4.37,0,0,10.37,4.37,4.37,17,27,42,42,0,100,,82,62,225,225,0,1.7,1.1,0.4,,,,,,,,,,,1.82,1.27,12,0.09,,,,,,,
Chiefs,,0,DST,DST1,3000,KC,@ PIT,17,22.25,6.4,7.9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0.82,0.33,0,0,22.25,4.36,4.36,0,0,17.16,4.36,4.36,4,7,25,25,0,100,,28,57,226,226,21,1.5,13,4.3,,,,,,,,,,,,,,,2.53,0.93,0.56,0.24,0.02,20.37,351
Greg Dortch,,0,WR,WR3,3200,ARI,@ LAR,18,20.75,5.9,4,4.3,0,0,0,0,0,0,0,0,0,2.62,0.0802,2.62,1.88,17.97,0.1,0,0,0,0,0,0,4.28,4.28,0,0,16.08,4.28,4.28,26,46,96,96,0,100,,58,55,227,227,0,1.3,4.8,1.5,,,,,,,,0.24,1.8,,2.8,2.02,19.24,0.09,,,,,,,
Jalen Brooks,!,0,WR,WR3,3000,DAL,@ PHI,26,15.25,2.5,4.1,3,0,0,0,0,0,0,0,0,0,3.18,0.0967,3.18,1.4,19.83,0.15,0,0,0,0,0,0,4.28,4.28,0,0.53,9.28,4.28,4.28,40,48,96,96,0,100,,90,57,227,227,24,1.4,0,,,,,,,,,,,,2.5,1.21,16.36,0.07,,,,,,,
Robert Woods,,0,WR,WR3,3800,HOU,vs BAL,3,20.25,8.4,6.4,2.5,0,0,0,0,0,0,0,0,0,2.76,0.0748,2.76,1.76,20.17,0.08,0,0,0,0,0,0,4.26,4.26,0,0,21.06,4.26,4.26,29,40,97,97,0,100,,63,49,228,228,26,1.1,4.1,1.1,,,,,,,,0.53,3.58,0.04,6.58,4.19,50.57,0.22,,,,,,,
Roschon Johnson,,0,RB,RB2,4600,CHI,vs SEA,2,19,4.8,6.8,6.4,0,0,0,0,0,0.1581,4.33,14.3,0.47,4.33,0,0,0,0,0,0,0,0,0,0,0,4.25,4.25,0,0,13.85,4.25,4.25,24,33,45,45,0,100,,86,41,229,229,27,0.9,0.5,0.1,,,,,,,,5,19,0.31,2.12,1.73,11.42,,,,,,,,
Patrick Taylor,,0,RB,RB2,5500,SF,vs DET,10,23.5,3,2.7,2.8,0,0,0,0,0,0.2353,7.3,27.07,0.23,7.3,0,0,0,0,0,0,0,0,0,0,0,4.09,4.09,0,0,10.09,4.09,4.09,27,24,46,46,0,100,,90,32,230,230,0,0.7,0,,,,,,,,,3.22,12.41,0.07,1,0.59,3.04,,,,,,,,
Stone Smartt,,0,TE,TE2,3400,LAC,@ NE,22,23.75,3.2,2.7,3.9,0,0,0,0,0,0,0,0,0,2.4,0.0715,2.4,1.78,21.26,0.03,0,0,0,0,0,0,4.09,4.09,0,0,10.49,4.09,4.09,9,18,43,43,0,100,,61,53,230,230,0,1.2,4.3,1.3,,,,,,,,,,,1.87,1.26,15.52,0.04,,,,,,,
Darnell Washington,,0,TE,TE2,2500,PIT,vs KC,16,22.25,2.2,1.6,3.6,0,0,0,0,0,0,0,0,0,2.46,0.074,2.46,1.81,17.91,0.07,0,0,0,0,0,0,4.02,4.02,0,0.72,8.42,4.02,4.02,12,27,44,44,0,100,,76,62,231,231,21,1.6,1.8,0.7,,,,,,,,,,,1.7,1.25,12.65,0.05,,,,,,,
Mike Woods,,0,WR,WR3,3100,CLE,vs MIA,20,14.75,2,0,3.1,0,0,0,0,0,0,0,0,0,4.99,0.138,4.99,2.25,17.54,0,0,0,0,0,0,0,4,4,0,1,8,4,4,40,47,98,98,0,100,,90,56,232,232,5,1.3,0,,,,,,,,,0.1,-0.5,,2.3,1.1,10.7,,,,,,,,
Trey Palmer,,0,WR,WR4,3000,TB,vs CAR,5,28.5,3.9,5.7,2.7,0,0,0,0,0,0,0,0,0,2.85,0.0663,2.85,1.56,19.36,0.08,0,0,0,0,0,0,3.98,3.98,0,0,11.78,3.98,3.98,40,48,99,99,0,100,,90,57,233,233,11,1.3,0,,,,,,,,,0.1,0.73,,3,1.7,18.57,0.13,,,,,,,
Luke McCaffrey,,0,WR,WR4,3100,WAS,vs ATL,2,25,1.9,0,2.9,0,0,0,0,0,0,0,0,0,3,0.0851,3,2.07,18.64,0,0,0,0,0,0,0,3.93,3.93,0,1.08,7.73,3.93,3.93,40,47,100,100,0,100,,90,56,234,234,34,1.3,0,,,,,,,,,,,,2,1.5,14,,,,,,,,
Kenneth Gainwell,,0,RB,RB2,4600,PHI,vs DAL,23,22.75,4.8,6.1,3.8,0,0,0,0,0,0.1611,5.66,24.79,0.22,5.66,0,0,0,0,0,0,0,0,0,0,0,3.8,3.8,0,0,13.4,3.8,3.8,27,33,47,47,0,100,,90,41,235,235,16,0.8,0,,0.02,0.02,0.27,,,,2.44,4.16,18.23,0.19,2.08,1.55,11.05,0.02,,,,,,,
Justin Watson,,0,WR,WR4,3000,KC,@ PIT,27,23.75,4.3,5.6,3.4,0,0,0,0,0,0,0,0,0,2.28,0.0594,2.28,1.26,17.36,0.13,0,0,0,0,0,0,3.78,3.78,0,0,12.38,3.78,3.78,10,48,101,101,0,100,,26,57,236,236,0,1.3,14,4.7,,,,,,,,,,,2.48,1.33,19.95,0.13,,,,,,,
Tylan Wallace,,0,WR,WR3,3100,BAL,@ HOU,13,26.75,4.2,0.3,4.2,0,0,0,0,0,0,0,0,0,1.54,0.0471,1.54,1.24,19.24,0.09,0,0,0,0,0,0,3.7,3.7,0,0,12.1,3.7,3.7,38,47,102,102,0,100,,81,56,237,237,0,1.2,1.2,0.4,,,,,,,,,,,0.83,0.57,8.6,0.03,,,,,,,
Jeremy McNichols,,0,RB,RB2,4600,WAS,vs ATL,4,25,4.3,0,4.3,0,0,0,0,0,0.1578,5.41,23.56,0.21,5.41,0,0,0,0,0,0,0,0,0,0,0,3.62,3.62,0,0,12.22,3.62,3.62,27,33,48,48,0,100,,90,41,238,238,0,0.8,0,,,,,,,,,3.3,14.33,0.12,1.49,1.09,7.37,0.02,,,,,,,
Ezekiel Elliott,,0,RB,RB2,4600,DAL,@ PHI,11,15.25,9.4,10.3,4.2,0,0,0,0,0,0.2324,5.7,23.32,0.21,5.7,0,0,0,0,0,0,0,0,0,0,0,3.59,3.59,0,0,22.39,3.59,3.59,27,33,49,49,0,100,,90,41,239,239,42,0.8,0,,0.01,0.01,0.03,0.01,,,-2.44,15.88,68.07,0.54,3.58,2.73,20.08,0.1,,,,,,,
Nick Vannett,,0,TE,TE2,2500,TEN,@ JAC,15,19,3.4,1.3,3.6,0,0,0,0,0,0,0,0,0,2.09,0.0632,2.09,1.51,12.56,0.12,0,0,0,0,0,0,3.49,3.49,0,0,10.29,3.49,3.49,19,27,45,45,0,100,,90,62,240,240,0,1.4,0,,,,,,,,,,,,2.01,1.44,13.4,0.11,,,,,,,
Drew Sample,,0,TE,TE2,2500,CIN,vs DEN,10,26.75,3.3,3.6,3.3,0,0,0,0,0,0,0,0,0,2.13,0.0549,2.13,1.74,11.99,0.07,0,0,0,0,0,0,3.36,3.36,0,0,9.96,3.36,3.36,16,27,46,46,0,100,,80,62,241,241,6,1.3,1.3,0.5,,,,,,,,0.02,-0.07,,2.22,1.76,13.2,0.07,,,,,,,
Daniel Bellinger,,0,TE,TE1,2800,NYG,vs IND,14,16.5,3.6,3.6,2.9,0,0,0,0,0,0,0,0,0,1.95,0.0538,1.95,1.62,15.26,0.03,0,0,0,0,0,0,3.33,3.33,0,0,10.53,3.33,3.33,19,24,47,47,0,100,,90,59,242,242,20,1.2,0,,,,,,,,,0.03,0.06,0.03,2.36,2.03,19.36,0.06,,,,,,,
Luke Farrell,,0,TE,TE2,2500,JAC,vs TEN,31,20,1.6,2.8,1.7,0,0,0,0,0,0,0,0,0,2.6,0.0784,2.6,1.89,13.9,0,0,0,0,0,0,0,3.28,3.28,0,0.88,6.48,3.28,3.28,19,27,48,48,0,100,,90,62,243,243,24,1.3,0,,,,,,,,,,,,1.44,1.09,9.81,,,,,,,,
Bears,,0,DST,DST1,2800,CHI,vs SEA,19,23,6,7.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0.4,0.4,0,0,23,3.2,3.2,0,0,15.2,3.2,3.2,5,9,26,26,0,100,,31,59,244,244,8,1.1,12,4.3,,,,,,,,,,,,,,,2.22,0.78,0.51,0.15,0.03,21.95,338.02
Panthers,,0,DST,DST1,2200,CAR,@ TB,7,28.5,5.9,4.2,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0.49,0.49,0,0,28.5,3.2,3.2,0,0,15,3.2,3.2,10,15,26,26,0,100,,90,65,244,244,8,1.5,0,,,,,,,,,,,,,,,,2.4,0.77,0.55,0.15,0.02,23.72,347.71
Ja'Lynn Polk,,0,WR,WR4,3000,NE,vs LAC,17,17.75,3,0,2.7,0,0,0,0,0,0,0,0,0,3.22,0.0946,3.22,1.06,7.36,0.21,0,0,0,0,0,0,3.06,3.06,0,0,9.06,3.06,3.06,40,48,103,103,0,100,,90,57,245,245,0,1,0,,,,,,,,,0.08,,,2.67,1,7.25,0.17,,,,,,,
49ers,,0,DST,DST1,2300,SF,vs DET,2,27,5.7,8.3,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.47,0.09,0,0,27,2.87,2.87,0,0,14.27,2.87,2.87,10,14,27,27,0,100,,90,64,246,246,11,1.2,0,,,,,,,,,,,,,,,,2.37,0.74,0.52,0.11,0.02,22.44,333.11
Patriots,,0,DST,DST1,2400,NE,vs LAC,13,23.75,6.9,6.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0.38,0.09,0,0.09,23.75,2.82,2.82,0,0,16.62,2.82,2.82,12,13,28,28,0,100,,95,63,247,247,18,1.2,-4,,,,,,,,,,,,,,,,2.35,0.96,0.49,0.2,0.05,18.75,332.54
D.J. Chark,,0,WR,WR4,3000,LAC,@ NE,22,23.75,8.6,8.3,2.7,0,0,0,0,0,0,0,0,0,1.66,0.0494,1.66,0.98,12.76,0.09,0,0,0,0,0,0,2.8,2.8,0,0,20,2.8,2.8,40,48,104,104,0,100,,90,57,248,248,15,0.9,0,,,,,,,,,0.03,0.29,,5.64,3.14,45.81,0.35,,,,,,,
Giants,,0,DST,DST1,2300,NYG,vs IND,24,24,6,7.7,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0.2,0.41,0,0,24,2.76,2.76,0,0,14.76,2.76,2.76,10,14,29,29,0,100,,90,64,249,249,3,1.2,0,,,,,,,,,,,,,,,,2.1,0.76,0.55,0.17,0.02,23.51,367.06
Malik Washington,,0,WR,WR3,4000,MIA,@ CLE,8,18.25,3.6,0,3.3,0,0,0,0,0,0,0,0,0,2.4,0.0735,2.4,1.64,10.71,0,0,0,0,0,0,0,2.71,2.71,0,0,9.91,2.71,2.71,40,38,105,105,0,100,,90,47,250,250,0,0.7,0,,,,,,,,,0.33,3,0.08,2.17,1.5,11.17,,,,,,,,
