,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Logan Woodside,,0,QB,4000,TEN,vs JAC,10,26.25,0.6,0.3,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.30,,35,31,30,30,178,46,274,274,0.33,0.11,0.78,,,,15.04,1.44,0.44,,,,,,,,,,,,
Kevin Hogan,,0,QB,4000,TEN,vs JAC,10,26.25,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,0.00,,32,31,30,30,175,46,274,274,14.43,8.57,88.71,1,1.14,0.57,61.6,2.57,25.14,0.14,,,,,,,,,,,
Darius Jackson,,0,RB,4000,HOU,vs SEA,19,16.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,6,16,,1,,,,,,,,,,
Scottie Phillips,!,0,RB,4000,HOU,vs SEA,19,16.00,1.6,2.6,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,30,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2.67,7.33,,1.33,1,5.33,,,,,,,,
Jeff Driskel,,0,QB,4000,HOU,vs SEA,19,16.00,7.7,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,33,0,0.00,,32,31,30,30,175,46,274,274,21.56,12.63,132.5,0.5,2.38,0.81,70.89,3.44,20.25,0.19,,,,,,,,,,,
Deshaun Watson,!,0,QB,4000,HOU,vs SEA,19,16.00,9.3,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,61,0,0.00,,32,31,30,30,175,46,274,274,32.36,21.81,265.85,0.66,3.2,1.86,103.39,5.68,31.27,0.32,,,,,,,,,,,
Jaylen Samuels,!,0,RB,4000,HOU,vs SEA,19,16.00,6.7,1.8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,3,0,0.00,,58,35,73,73,175,46,274,274,0.16,0.13,1.09,0.03,,,-0.87,4.25,14.63,0.03,3.25,2.66,17.63,0.13,,,,,,,
Chad Henne,,0,QB,4000,KC,vs LV,30,28.50,4.7,6.6,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,-0.20,,34,31,30,30,177,46,274,274,5.58,3.92,35.42,0.08,0.25,0.17,47.08,2,0.5,0.08,,,,,,,,,,,
Shane Buechele,!,0,QB,4000,KC,vs LV,30,28.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Elijah McGuire,,0,RB,4000,KC,vs LV,11,28.50,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,6,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,7.83,25.7,0.17,2.48,1.57,16.09,0.09,,,,,,,
Michael Burton,,0,RB,4000,KC,vs LV,11,28.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.30,0.1,57,35,73,73,174,46,274,274,,,,,,,,,,,,,,,,,,,,,
Jerick McKinnon,!,0,RB,4000,KC,vs LV,11,28.50,7.5,9,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,0.00,,58,35,73,73,175,46,274,274,0.01,,,,,,0.51,6.7,26.04,0.17,3.25,2.43,18.62,0.12,,,,,,,
Mike White,!,0,QB,4000,NYJ,vs NO,15,19.00,10.1,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,27,0,0.00,,32,31,30,30,175,46,274,274,33,22,238.25,2,1,1.25,81.88,1.25,-0.25,,,,,,,,,,,,
La'Mical Perine,,0,RB,4000,NYJ,vs NO,12,19.00,3.6,5.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,29,0,2.80,0.7,46,35,73,73,152,46,274,274,,,,,,,,6.55,23.91,0.18,1.36,1,5.73,,,,,,,,
Josh Johnson,,0,QB,4000,NYJ,vs NO,15,19.00,12,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,,,32,31,30,30,175,46,274,274,28.33,19,212.67,0.67,1,1.67,87.73,3,9.33,,,,,,,,,,,,
Nick Bawden,,0,RB,4000,NYJ,vs NO,12,19.00,0.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,40,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,1.17,0.83,6.17,,,,,,,,
Christian McCaffrey,!,0,RB,4000,CAR,vs ATL,25,21.75,11,30.1,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,58,35,73,73,175,46,274,274,0.05,0.02,0.79,,,0.02,10.02,13.41,61.48,0.49,7.46,6.06,51.65,0.3,,,,,,,
Giovanni Ricci,,0,RB,4000,CAR,vs ATL,25,21.75,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,1.5,0.5,7.75,,,,,,,,
Reggie Bonnafon,,0,RB,4000,CAR,vs ATL,25,21.75,5,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2.64,17.18,0.09,1.18,0.91,7.91,0.09,,,,,,,
Spencer Brown,,0,RB,4000,CAR,vs ATL,25,21.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Matt Barkley,!,0,QB,4000,CAR,vs ATL,18,21.75,8,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,,,32,31,30,30,175,46,274,274,24.08,14,184.54,1.38,0.69,0.85,72.02,1.38,-0.77,,,,,,,,,,,,
Demetric Felton,,0,RB,4000,CLE,vs BAL,1,23.50,3.8,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,5,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.62,1.54,,1.77,1.46,14.15,0.15,,,,,,,
Tre Harbison,,0,RB,4000,CLE,vs BAL,1,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
John Kelly,,0,RB,4000,CLE,vs BAL,1,23.50,2.5,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,14,0,,,58,35,73,73,175,46,274,274,,,,,,,,6.4,19.2,,0.6,0.4,5.4,,,,,,,,
Andy Janovich,,0,RB,4000,CLE,vs BAL,1,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,1.30,0.3,53,35,73,73,168,46,274,274,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,,0,QB,4000,CLE,vs BAL,27,23.50,7.1,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,51,0,0.00,,32,31,30,30,175,46,274,274,31.5,20.35,243.05,1.1,1.8,1.3,83.84,1.5,-0.55,,,,,,,,,,,,
Larry Rountree III,!,0,RB,4000,LAC,vs NYG,15,26.25,2.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,4.5,10.88,0.13,0.25,0.13,-0.13,,,,,,,,
Easton Stick,!,0,QB,4000,LAC,vs NYG,8,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,1,1,4,,,,83.3,1,-2,,,,,,,,,,,,
Darius Bradwell,,0,RB,4000,LAC,vs NYG,15,26.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,1,,,,,,,,,,
Gabe Nabers,,0,RB,4000,LAC,vs NYG,15,26.25,2.4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.38,1.15,,0.77,0.62,3.23,0.15,,,,,,,
Kerrith Whyte Jr.,,0,RB,4000,DEN,vs DET,8,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Mike Boone,!,0,RB,4000,DEN,vs DET,8,27.00,6.3,1.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.71,20.67,0.19,0.76,0.52,2.9,,,,,,,,
Adrian Killins,,0,RB,4000,DEN,vs DET,8,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Levante Bellamy,,0,RB,4000,DEN,vs DET,8,27.00,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,2,5.5,,0.5,0.5,2.5,,,,,,,,
Brett Rypien,!,0,QB,4000,DEN,vs DET,17,27.00,6.4,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,14,9,98.33,1.33,0.33,0.67,52.93,1.67,-1.67,,,,,,,,,,,,
Elijah Holyfield,,0,RB,4000,CIN,vs SF,23,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Chris Evans,!,0,RB,4000,CIN,vs SF,23,23.50,5.1,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1.36,6.43,,1.5,1.21,11.29,0.14,,,,,,,
Jake Browning,,0,QB,4000,CIN,vs SF,2,23.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Kyle Trask,!,0,QB,4000,TB,vs BUF,1,27.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Darwin Thompson,,0,RB,4000,TB,vs BUF,20,27.75,7.1,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.88,13.65,0.12,1.35,0.94,6.35,0.06,,,,,,,
Sewo Olonilua,!,0,RB,4000,DAL,@ WAS,4,27.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Cooper Rush,,0,QB,4000,DAL,@ WAS,29,27.00,7.8,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,15.2,9.3,116.1,0.1,0.7,0.7,90.47,1.6,1.2,,,,,,,,,,,,
Will Grier,!,0,QB,4000,DAL,@ WAS,29,27.00,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,26,14,114,2,3,,4.25,3.5,11,,,,,,,,,,,,
Ben DiNucci,,0,QB,4000,DAL,@ WAS,29,27.00,2.9,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,32,31,30,30,175,46,274,274,21.5,11.5,109.5,,3.5,,87.15,3,11,,,,,,,,,,,,
Rico Dowdle,!,0,RB,4000,DAL,@ WAS,4,27.00,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.5,12,,,,,,,,,,,,
JaQuan Hardy,,0,RB,4000,DAL,@ WAS,4,27.00,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.30,0.1,57,35,73,73,174,46,274,274,,,,,,,,2,14.5,0.5,,,,,,,,,,,
Jamal Agnew,,0,WR,4000,JAC,@ TEN,29,18.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,81,40,110,110,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Nathan Cottrell,,0,RB,4000,JAC,@ TEN,18,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1,3,,,,,,,,,,,,
C.J. Beathard,,0,QB,4000,JAC,@ TEN,21,18.25,8.2,9.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,32,0,0.00,,32,31,30,30,175,46,274,274,24.95,14.65,175.1,0.65,2.3,0.9,78.33,2.65,11.7,0.2,,,,,,,,,,,
Kyle Lauletta,,0,QB,4000,JAC,@ TEN,21,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,5,,,1,,,-81.3,1,-2,,,,,,,,,,,,
Travis Etienne,!,0,RB,4000,JAC,@ TEN,18,18.25,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,64,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,8.5,36,,2.75,2,20.25,,,,,,,,
Dare Ogunbowale,,0,RB,4000,JAC,@ TEN,18,18.25,4.2,3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,11,0,2.50,0.6,48,35,73,73,155,46,274,274,,,,,,,,2.61,9.06,0.09,2.64,1.76,13.76,0.03,,,,,,,
Chris Carson,!,0,RB,4000,SEA,@ HOU,28,25.00,7.3,15.2,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,15.65,70.57,0.47,2.65,2.16,15.84,0.14,,,,,,,
Jacob Eason,!,0,QB,4000,SEA,@ HOU,11,25.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,5,2,25,1,,,16.7,,,,,,,,,,,,,,
Josh Johnson,,0,RB,4000,SEA,@ HOU,28,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Nick Bellore,,0,RB,4000,SEA,@ HOU,28,25.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,1.40,0.4,52,35,73,73,167,46,274,274,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,0,QB,4000,LV,@ KC,22,19.50,4.8,1.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,,,32,31,30,30,175,46,274,274,12.55,6.55,53.36,1.18,0.91,0.27,51.25,1.91,8,0.09,,,,,,,,,,,
Trey Ragas,,0,RB,4000,LV,@ KC,2,19.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,3.50,0.9,45,35,73,73,146,46,274,274,,,,,,,,1,9,,2,2,6,,,,,,,,
Jalen Richard,!,0,RB,4000,LV,@ KC,2,19.50,4.7,3.9,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,24,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.15,15.73,0.05,2.82,2.28,18.85,0.04,,,,,,,
Alec Ingold,,0,RB,4000,LV,@ KC,2,19.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Jameis Winston,!,0,QB,4000,NO,@ NYJ,32,23.00,8.4,2.2,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,55,0,,,32,31,30,30,175,46,274,274,32.99,20.22,254.63,1.12,2.26,1.63,89.16,3.4,14.22,0.13,,,,,,,,,,,
Ian Book,!,0,QB,4000,NO,@ NYJ,32,23.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,20,12,135,2,8,,40.6,3,6,,,,,,,,,,,,
Josh Adams,,0,RB,4000,NO,@ NYJ,32,23.00,5.3,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,9,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,7.52,32.48,0.24,1,0.62,4.14,,,,,,,,
Adam Prentice,,0,RB,4000,NO,@ NYJ,32,23.00,0.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,54,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.6,1,,0.8,0.8,3.6,,,,,,,,
Dwayne Washington,,0,RB,4000,NO,@ NYJ,32,23.00,2.9,0.2,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.23,18.52,0.03,0.65,0.48,3.03,,,,,,,,
Caleb Huntley,,0,RB,4000,ATL,@ CAR,26,19.75,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,5.5,29.5,0.5,,,,,,,,,,,
AJ McCarron,!,0,QB,4000,ATL,@ CAR,4,19.75,7.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,14.33,8.8,92.33,0.27,1.47,0.47,65.44,1.8,5.13,0.07,,,,,,,,,,,
Feleipe Franks,,0,QB,4000,ATL,@ CAR,4,19.75,0.6,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,0.33,,,0.33,,,,1,2,,,,,,,,,,,,
Josh Rosen,!,0,QB,4000,ATL,@ CAR,4,19.75,5.4,0,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,32,31,30,30,175,46,274,274,23.32,12.59,130.18,0.95,2.77,0.55,47.8,1.18,6.86,,,,,,,,,,,,
Keith Smith,,0,RB,4000,ATL,@ CAR,26,19.75,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Patrick Ricard,,0,RB,4000,BAL,@ CLE,22,20.50,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Justice Hill,,0,RB,4000,BAL,@ CLE,22,20.50,3.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,3.3,15.19,0.07,1.11,0.78,5,,,,,,,,
Gus Edwards,!,0,RB,4000,BAL,@ CLE,22,20.50,5.6,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,,,58,35,73,73,175,46,274,274,,,,,,,,9.43,48.4,0.21,0.51,0.38,4.13,,,,,,,,
Chris Streveler,,0,QB,4000,BAL,@ CLE,23,20.50,3.4,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,6.25,4.25,35.25,0.25,1,0.25,38.95,1.75,5.25,,,,,,,,,,,,
Nate McCrary,,0,RB,4000,BAL,@ CLE,22,20.50,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,1,-1,,,,,,,,,,,,
J.K. Dobbins,!,0,RB,4000,BAL,@ CLE,22,20.50,6.9,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,9.11,50.21,0.58,1.89,1.47,10.74,0.05,,,,,,,
Eli Penny,,0,RB,4000,NYG,@ LAC,30,17.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,10.10,2.5,27,35,73,73,96,46,274,274,,,,,,,,,,,,,,,,,,,,,
Sandro Platzgummer,,0,RB,4000,NYG,@ LAC,30,17.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Jonathan Williams,,0,RB,4000,NYG,@ LAC,30,17.25,6,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,10.50,2.6,26,35,73,73,93,46,274,274,0.04,,,,,,1.72,4.48,20.3,0.13,0.78,0.65,4.74,,,,,,,,
Cullen Gillaspia,,0,RB,4000,NYG,@ LAC,30,17.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,1,1,6,,,,,,,,
Gary Brightwell,,0,RB,4000,NYG,@ LAC,30,17.25,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,22,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,0.75,4.5,,0.25,0.25,1.5,,,,,,,,
Brian Lewerke,,0,QB,4000,NYG,@ LAC,13,17.25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Craig Reynolds,,0,RB,4000,DET,@ DEN,14,15.00,4.9,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,16,0,11.90,3,23,35,73,73,85,46,274,274,,,,,,,,7.44,32.56,,1.33,1.22,9.44,,,,,,,,
Jason Cabinda,,0,RB,4000,DET,@ DEN,14,15.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,58,35,73,73,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
Steven Montez,,0,QB,4000,DET,@ DEN,20,15.00,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,100,,0,0,0.00,,32,31,30,30,175,46,274,274,,,,,,,,,,,,,,,,,,,,,
