,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
Dalvin Cook,,0,RB,8100,MIN,vs CLE,16,25.25,10,26.1,20.6,0,0,0,0,0,0.649,17.37,80.93,0.65,20.07,0.086,2.7,2.09,16.11,0.04,0,0,0,0,0,0,15.93,15.93,0,0.93,35.93,15.93,15.93,0,100,,48,2,6.40,0.8,38,4,13,13,132,4,61,61,,,,,,,,17.52,81.63,0.66,4.18,3.24,25.76,0.06,,,,,,,
DeVonta Smith,,0,WR,5700,PHI,vs KC,12,23.50,7.4,0,9.5,0,0,0,0,0,0,0,0,0,9.46,0.242,9.46,5.63,79.82,0.38,0,0,0,0,0,0,15.89,15.89,0,4.79,30.69,15.89,15.89,0,100,,33,2.8,22.20,3.9,9,22,23,23,31,27,62,62,,,,,,,,,,,6.3,3.75,52.8,0.25,,,,,,,
Ezekiel Elliott,,0,RB,6500,DAL,vs CAR,1,27.75,9,15.6,16.7,0,0,0,0,0,0.543,16.15,72.25,0.53,19.77,0.0855,3.62,2.71,20.43,0.11,0,0,0,0,0,0,15.82,15.82,0,2.32,33.82,15.82,15.82,0,100,,53,2.4,23.30,3.6,7,11,14,14,25,19,63,63,0.02,0.01,0.04,0.01,,,-3.45,18.32,81.96,0.6,4.21,3.15,24.11,0.13,,,,,,,
Mike Davis,,0,RB,5100,ATL,vs WAS,17,22.75,7.2,14.8,11.5,0,0,0,0,0,0.63,13.78,50.66,0.35,19.88,0.161,6.1,4.84,30.79,0.12,0,0,0,0,0,0,15.81,15.81,0,5.01,30.21,15.81,15.81,0,100,,14,3.1,10.60,2.1,25,25,15,15,96,33,64,64,,,,,,,,7.87,28.93,0.2,3.04,2.41,15.27,0.06,,,,,,,
Leonard Fournette,,0,RB,5000,TB,@ NE,27,28.00,8.9,13.2,9.6,0,0,0,0,0,0.4998,12.63,50.86,0.44,18.46,0.1419,5.83,4.56,30.42,0.08,0,0,0,0,0,0,15.81,15.81,0,2.46,33.61,15.81,15.81,0,100,,48,3.2,16.90,3.4,12,26,15,15,58,34,64,64,0.01,,,,,,0.56,15.76,63.46,0.55,4.92,3.85,27,0.07,,,,,,,
Carson Wentz,,0,QB,5400,IND,@ MIA,13,20.00,7.1,18.4,15.2,1,31.82,223.71,1.44,0.61,0.114,2.98,12.1,0.08,2.98,0,0,0,0,0,0,0,0,0,0,0,15.79,15.79,0,5.14,29.99,15.79,15.79,0,100,,62,2.9,17.92,3.3,20,20,28,28,51,30,65,65,35.22,22.07,238.94,0.68,2.48,1.67,90.29,3.67,14.9,0.1,,,,,,,,,,,
Ben Roethlisberger,,0,QB,5500,PIT,@ GB,18,19.50,8.7,20.6,15,1,35.32,239.66,1.72,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65,15.65,0,2.6,33.05,15.65,15.65,0,100,,56,2.8,11.28,2.1,26,19,29,29,88,29,66,66,39.01,25.53,280.77,0.91,1.5,1.86,94.3,1.52,2.41,0.05,,,,,,,,,,,
Allen Robinson,,0,WR,5800,CHI,vs DET,30,22.25,9.2,16.8,8.2,0,0,0,0,0,0,0,0,0,9.5,0.259,9.5,5.6,73.1,0.43,0,0,0,0,0,0,15.49,15.49,0,1.69,33.89,15.49,15.49,0,100,,37,2.7,9.30,1.6,47,21,24,24,106,26,67,67,,,,,,,,0.03,0.11,,8.45,4.98,65.15,0.43,,,,,,,
D'Andre Swift,,0,RB,6200,DET,@ CHI,8,19.25,7.8,15,20,0,0,0,0,0,0.475,10.18,47.79,0.5,14.96,0.1481,4.78,3.78,29.08,0.15,0,0,0,0,0,0,15.37,15.37,0,3.67,30.97,15.37,15.37,0,100,,52,2.5,8.90,1.4,30,14,16,16,109,22,68,68,0.04,,,,,,1.41,10.18,47.79,0.5,5.11,4.04,31.11,0.18,,,,,,,
Michael Pittman,,0,WR,5400,IND,@ MIA,20,20.00,7.9,8.4,14.2,0,0,0,0,0,0,0,0,0,8.85,0.278,8.85,5.93,72.38,0.35,0,0,0,0,0,0,15.27,15.27,0,3.42,31.07,15.27,15.27,0,100,,35,2.8,11.90,2.2,34,25,25,25,84,30,69,69,,,,,,,,0.28,2.53,,6.63,4.44,56.13,0.25,,,,,,,
Chris Carson,,0,RB,6300,SEA,@ SF,15,25.00,7.3,15.2,15,0,0,0,0,0,0.795,17.08,77.02,0.51,19.74,0.0837,2.66,2.17,14.95,0.13,0,0,0,0,0,0,15.21,15.21,0,4.26,29.81,15.21,15.21,0,100,,52,2.4,4.10,0.7,42,13,17,17,149,21,70,70,,,,,,,,15.65,70.57,0.47,2.65,2.16,15.84,0.14,,,,,,,
George Kittle,,0,TE,5900,SF,vs SEA,17,27.00,9.6,16.4,11.5,0,0,0,0,0,0,0,0,0,7.86,0.193,7.86,5.63,73.52,0.37,0,0,0,0,0,0,15.2,15.2,0,0.8,34.4,15.2,15.2,0,100,,28,2.6,8.00,1.4,20,3,2,2,118,25,71,71,,,,,,,,0.15,0.92,,6.69,4.79,63.33,0.28,,,,,,,
Robert Woods,,0,WR,5300,LAR,vs ARI,6,29.00,8.3,15.5,10.4,0,0,0,0,0,0,0,0,0,9.18,0.261,9.18,6,70.54,0.32,0,0,0,0,0,0,14.97,14.97,0,2.52,31.57,14.97,14.97,0,100,,40,2.8,14.80,2.8,24,26,26,26,69,31,72,72,,,,,,,,0.75,4.84,0.05,7.54,4.93,60.71,0.27,,,,,,,
Saquon Barkley,,0,RB,6700,NYG,@ NO,9,17.75,11,7.7,11.3,0,0,0,0,0,0.569,13.4,60.94,0.39,17.91,0.1432,4.51,3.31,24.23,0.12,0,0,0,0,0,0,14.89,14.89,0,0,36.89,14.89,14.89,0,100,,41,2.2,29.60,4.4,3,9,18,18,11,17,73,73,,,,,,,,14.89,67.72,0.43,5.81,4.26,32.66,0.17,,,,,,,
Kareem Hunt,,0,RB,6000,CLE,@ MIN,31,26.25,9.5,13.9,17,0,0,0,0,0,0.326,9.15,42.03,0.37,13.54,0.1227,4.39,3.53,30.4,0.3,0,0,0,0,0,0,14.79,14.79,0,0.54,33.79,14.79,14.79,0,100,,42,2.5,16.60,2.8,13,16,19,19,61,24,74,74,,,,,,,,12.84,58.98,0.52,3.63,2.92,25.88,0.27,,,,,,,
Nick Chubb,,0,RB,7000,CLE,@ MIN,31,26.25,10,18.6,16.1,0,0,0,0,0,0.539,15.14,80.11,0.6,17.22,0.0581,2.08,1.57,12.82,0.05,0,0,0,0,0,0,14.76,14.76,0,0,34.76,14.76,14.76,0,100,,38,2.1,14.50,2.1,18,7,20,20,70,14,75,75,,,,,,,,15.44,81.7,0.61,2.17,1.64,13.77,0.06,,,,,,,
Cordarrelle Patterson,,0,RB,4900,ATL,vs WAS,17,22.75,6.8,4.1,16.3,0,0,0,0,0,0.37,8.09,37.16,0.26,13.81,0.151,5.72,4.23,39.49,0.21,0,0,0,0,0,0,14.72,14.72,0,4.52,28.32,14.72,14.72,0,100,,3,3,34.60,7.1,1,27,21,21,5,35,76,76,0.01,,,,,,0.4,3.37,15.48,0.11,2.69,1.99,18.48,0.1,,,,,,,
Diontae Johnson,,0,WR,6200,PIT,@ GB,13,19.50,8,15.9,18.6,0,0,0,0,0,0,0,0,0,9.07,0.2569,9.07,5.66,64.97,0.4,0,0,0,0,0,0,14.56,14.56,0,2.56,30.56,14.56,14.56,0,100,,45,2.3,24.20,3.9,5,17,27,27,19,22,77,77,,,,,,,,0.25,2.21,,8.75,5.46,58.87,0.4,,,,,,,
Adam Thielen,,0,WR,6800,MIN,vs CLE,11,25.25,10.4,17.5,21,0,0,0,0,0,0,0,0,0,7.45,0.237,7.45,5.13,63.56,0.51,0,0,0,0,0,0,14.55,14.55,0,0,35.35,14.55,14.55,0,100,,28,2.1,7.60,1.1,55,11,28,28,122,16,78,78,0.01,,,0.01,,,-4.03,0.2,1.66,0.01,6.85,4.72,60.36,0.47,,,,,,,
DeAndre Hopkins,,0,WR,7700,ARI,@ LAR,3,25.00,8.8,19.4,15.6,0,0,0,0,0,0,0,0,0,8.25,0.2653,8.25,5.17,65.02,0.46,0,0,0,0,0,0,14.43,14.43,0,1.23,32.03,14.43,14.43,0,100,,53,1.9,10.70,1.4,40,4,29,29,95,8,79,79,0.03,0.01,0.05,0.01,,0.01,0.28,0.04,0.11,,10.14,6.35,81.95,0.55,,,,,,,
T.J. Hockenson,,0,TE,5800,DET,@ CHI,22,19.25,6.5,11,16.4,0,0,0,0,0,0,0,0,0,9.06,0.2807,9.06,5.87,60.98,0.39,0,0,0,0,0,0,14.31,14.31,0,4.56,27.31,14.31,14.31,0,100,,35,2.5,8.20,1.4,19,4,3,3,116,26,80,80,,,,,,,,0.02,,,6.14,3.98,41.36,0.29,,,,,,,
Courtland Sutton,,0,WR,5700,DEN,vs BAL,18,22.50,7.1,9.6,13,0,0,0,0,0,0,0,0,0,8.71,0.2502,8.71,4.92,75.22,0.29,0,0,0,0,0,0,14.18,14.18,0,3.53,28.38,14.18,14.18,0,100,,34,2.5,7.70,1.4,54,22,30,30,121,27,81,81,0.04,0.04,1.02,,,,6.84,0.09,0.4,,6.34,3.58,54.51,0.23,,,,,,,
Mecole Hardman,,0,WR,4400,KC,@ PHI,23,30.50,5.5,8.2,9.3,0,0,0,0,0,0,0,0,0,6.87,0.1668,6.87,4.73,62.91,0.47,0,0,0,0,0,0,13.84,13.84,0,5.59,24.84,13.84,13.84,0,100,,33,3.1,6.10,1.4,63,35,31,31,134,40,82,82,,,,,,,,0.45,3.33,0.02,3.76,2.59,35.66,0.26,,,,,,,
Melvin Gordon,,0,RB,5500,DEN,vs BAL,10,22.50,9,13.9,15.9,0,0,0,0,0,0.449,13.59,56.12,0.49,16.77,0.0912,3.18,2.37,18.76,0.11,0,0,0,0,0,0,13.46,13.46,0,0,31.46,13.46,13.46,0,100,,42,2.4,8.70,1.6,31,21,22,22,111,29,83,83,,,,,,,,14.82,61.2,0.53,3.78,2.82,22.21,0.14,,,,,,,
Darnell Mooney,,0,WR,3900,CHI,vs DET,30,22.25,7,9.5,7.4,0,0,0,0,0,0,0,0,0,9.1,0.248,9.1,5.39,63.19,0.27,0,0,0,0,0,0,13.33,13.33,0,2.83,27.33,13.33,13.33,0,100,,36,3.4,21.50,5.5,10,40,32,32,32,45,84,84,,,,,,,,0.29,1.49,0.03,6.94,4.11,48.29,0.23,,,,,,,
Laviska Shenault Jr.,,0,WR,4200,JAC,@ CIN,8,19.50,5,11.2,7.8,0,0,0,0,0,0,0,0,0,9.48,0.2491,9.48,6.4,57.11,0.19,0,0,0,0,0,0,13.25,13.25,0,5.75,23.25,13.25,13.25,0,100,,47,3.2,17.00,4,18,37,33,33,57,42,85,85,,,,,,,,0.97,4.4,,5.97,4.03,40.63,0.17,,,,,,,
Miles Sanders,,0,RB,6400,PHI,vs KC,19,23.50,7.7,14.9,10.9,0,0,0,0,0,0.3965,11.13,56.58,0.21,15.67,0.116,4.54,3.22,25.37,0.09,0,0,0,0,0,0,13.22,13.22,0,1.67,28.62,13.22,13.22,0,100,,41,2.1,7.70,1.2,35,12,23,23,121,20,86,86,,,,,,,,12.07,61.36,0.23,3.68,2.61,20.43,0.07,,,,,,,
Chase Edmonds,,0,RB,5500,ARI,@ LAR,7,25.00,7.7,10.5,13.9,0,0,0,0,0,0.3426,9.48,43.35,0.24,14.46,0.1603,4.98,3.82,27.16,0.15,0,0,0,0,0,0,13.21,13.21,0,1.66,28.61,13.21,13.21,0,100,,9,2.4,20.90,3.8,10,21,24,24,38,29,87,87,,,,,,,,6.28,28.72,0.16,3.04,2.33,17,0.09,,,,,,,
Marquise Brown,,0,WR,5400,BAL,@ DEN,5,21.50,7.9,12.3,18,0,0,0,0,0,0,0,0,0,7.55,0.316,7.55,4.69,55.99,0.47,0,0,0,0,0,0,13.11,13.11,0,1.26,28.91,13.11,13.11,0,100,,39,2.4,19.10,3.5,16,25,34,34,46,30,88,88,,,,,,,,0.08,0.49,,7.04,4.37,54.78,0.43,,,,,,,
Jakobi Meyers,,0,WR,5200,NE,vs TB,22,21.00,6.2,12.5,12.2,0,0,0,0,0,0,0,0,0,8.69,0.3285,8.69,5.89,67.94,0.07,0,0,0,0,0,0,13.1,13.1,0,3.8,25.5,13.1,13.1,0,100,,40,2.5,16.80,3.2,19,27,35,35,59,32,89,89,0.1,0.1,2.1,,,0.05,10.37,0.1,0.6,,6.57,4.45,51.07,0.05,,,,,,,
Brandon Aiyuk,,0,WR,5000,SF,vs SEA,1,27.00,7.2,15.9,5.4,0,0,0,0,0,0,0,0,0,7.19,0.1764,7.19,4.59,62.22,0.38,0,0,0,0,0,0,13.09,13.09,0,2.29,27.49,13.09,13.09,0,100,,41,2.6,2.50,0.5,80,29,36,36,165,34,90,90,,,,,,,,0.36,3.06,0.06,6.27,4,54.91,0.3,,,,,,,
Darren Waller,,0,TE,7100,LV,@ LAC,1,24.25,9.8,18.5,17.1,0,0,0,0,0,0,0,0,0,7.53,0.2311,7.53,5.27,58.71,0.31,0,0,0,0,0,0,13,13,0,0,32.6,13,13,0,100,,23,1.8,15.00,2.1,9,2,4,4,68,13,91,91,,,,,,,,0.05,0.43,,6.83,4.78,56.52,0.28,,,,,,,
JuJu Smith-Schuster,,0,WR,5600,PIT,@ GB,13,19.50,9.7,16,10.4,0,0,0,0,0,0,0,0,0,7.01,0.1984,7.01,4.79,59.66,0.37,0,0,0,0,0,0,12.98,12.98,0,0,32.38,12.98,12.98,0,100,,34,2.3,3.10,0.6,76,23,37,37,159,28,92,92,,,,,,,,0.06,0.32,0.01,7.63,5.21,61,0.41,,,,,,,
Sammy Watkins,,0,WR,5100,BAL,@ DEN,5,21.50,9.5,8.9,10.9,0,0,0,0,0,0,0,0,0,7.04,0.295,7.04,4.32,61.25,0.41,0,0,0,0,0,0,12.91,12.91,0,0,31.91,12.91,12.91,0,100,,16,2.5,8.90,1.7,49,28,38,38,109,33,93,93,0.01,,,0.01,0.01,,,0.13,0.91,,5.82,3.57,53.13,0.33,,,,,,,
Nick Westbrook,,0,WR,3200,TEN,@ NYJ,10,24.75,5.5,1.3,6,0,0,0,0,0,0,0,0,0,6.98,0.234,6.98,4.42,57.33,0.45,0,0,0,0,0,0,12.85,12.85,0,4.6,23.85,12.85,12.85,0,100,,0,4,5.90,1.8,64,47,39,39,136,52,94,94,,,,,,,,,,,2.84,1.8,22.08,0.16,,,,,,,
Mac Jones,,0,QB,5000,NE,vs TB,28,21.00,6,0,12.4,1,26.44,189.39,1.11,0.75,0.1183,3.08,7.95,0.12,3.08,0,0,0,0,0,0,0,0,0,0,0,12.78,12.78,0,3.78,24.78,12.78,12.78,0,100,,58,2.6,17.90,3.6,21,24,30,30,52,34,95,95,30.48,20.48,219.57,0.86,1.71,1.29,92.01,2.86,7.38,,,,,,,,,,,,
Josh Jacobs,!,0,RB,6100,LV,@ LAC,30,24.25,7.2,15.9,17,0,0,0,0,0,0.5453,14.55,61.93,0.53,16.72,0.0666,2.17,1.72,11.78,0.06,0,0,0,0,0,0,12.63,12.63,0,1.83,27.03,12.63,12.63,0,100,,54,2.1,10.70,1.8,24,15,25,25,95,23,96,96,,,,,,,,16.83,71.63,0.61,3.11,2.46,17.91,,,,,,,,
Darrell Henderson,,0,RB,5600,LAR,vs ARI,26,29.00,7.2,8.9,16.5,0,0,0,0,0,0.5885,17.36,76.77,0.55,18.4,0.0295,1.04,0.74,5.48,0.05,0,0,0,0,0,0,12.57,12.57,0,1.77,26.97,12.57,12.57,0,100,,24,2.2,16.60,3,13,20,26,26,61,28,97,97,,,,,,,,9.54,42.19,0.3,2.16,1.54,11.92,0.11,,,,,,,
Emmanuel Sanders,,0,WR,4900,BUF,vs HOU,24,32.00,9.1,11.3,14.1,0,0,0,0,0,0,0,0,0,7.42,0.181,7.42,4.6,58.09,0.32,0,0,0,0,0,0,12.33,12.33,0,0,30.53,12.33,12.33,0,100,,27,2.5,13.10,2.7,29,30,40,40,76,35,98,98,0.02,0.02,0.58,,,0.02,10.19,0.1,1.19,0.01,6.99,4.33,56.78,0.3,,,,,,,
Jaylen Waddle,,0,WR,4900,MIA,vs IND,29,22.00,9.7,0,14.6,0,0,0,0,0,0,0,0,0,7.18,0.2092,7.18,5.18,50.81,0.31,0,0,0,0,0,0,12.12,12.12,0,0,31.52,12.12,12.12,0,100,,44,2.5,6.30,1.3,62,30,41,41,133,35,99,99,,,,,,,,0.17,0.61,0.06,9.17,6.61,69.72,0.5,,,,,,,
Myles Gaskin,,0,RB,5300,MIA,vs IND,11,22.00,8.2,16.6,10.5,0,0,0,0,0,0.395,9.99,37.84,0.2,14.58,0.1337,4.59,3.64,23.55,0.18,0,0,0,0,0,0,12.06,12.06,0,0,28.46,12.06,12.06,0,100,,25,2.3,0.30,0.1,60,23,27,27,184,31,100,100,,,,,,,,10.32,39.09,0.21,3.59,2.85,19.79,0.18,,,,,,,
Trey Sermon,,0,RB,5000,SF,vs SEA,5,27.00,4.3,0,6.1,0,0,0,0,0,0.6239,15.72,64.03,0.38,17.83,0.0517,2.11,1.58,13.56,0.07,0,0,0,0,0,0,12.04,12.04,0,5.59,20.64,12.04,12.04,0,100,,25,2.4,8.90,1.8,30,26,28,28,109,34,101,101,,,,,,,,8.2,33.4,0.2,0.8,0.6,5.2,,,,,,,,
Odell Beckham Jr.,,0,WR,5800,CLE,@ MIN,28,26.25,9.7,12.4,13.7,0,0,0,0,0,0,0,0,0,7.06,0.1976,7.06,4.16,55.53,0.37,0,0,0,0,0,0,11.93,11.93,0,0,31.33,11.93,11.93,0,100,,41,2.1,5.10,0.9,67,21,42,42,140,26,102,102,0.07,0.06,2.07,,0.01,0.02,18.96,0.18,1.52,0.01,8.85,5.22,71.66,0.52,,,,,,,
Noah Fant,,0,TE,4300,DEN,vs BAL,15,22.50,6.3,10.7,9.7,0,0,0,0,0,0,0,0,0,7.13,0.2046,7.13,4.9,54.29,0.26,0,0,0,0,0,0,11.89,11.89,0,2.44,24.49,11.89,11.89,0,100,,30,2.8,16.60,3.9,8,12,5,5,61,41,103,103,,,,,,,,0.06,-0.25,,5.31,3.65,40.25,0.21,,,,,,,
Jared Cook,,0,TE,3500,LAC,vs LV,18,27.25,6.8,8.4,7,0,0,0,0,0,0,0,0,0,6.97,0.1528,6.97,4.27,53.59,0.37,0,0,0,0,0,0,11.85,11.85,0,1.65,25.45,11.85,11.85,0,100,,28,3.4,19.00,5.4,4,16,6,6,47,49,104,104,,,,,,,,,,,5.25,3.22,42.53,0.28,,,,,,,
Corey Davis,,0,WR,5000,NYJ,vs TEN,32,19.75,8.3,13.8,12.9,0,0,0,0,0,0,0,0,0,7.44,0.2368,7.44,4.49,58.19,0.25,0,0,0,0,0,0,11.81,11.81,0,0,28.41,11.81,11.81,0,100,,22,2.4,24.10,4.8,6,29,43,43,21,34,105,105,,,,,,,,0.08,0.76,,6.01,3.63,50.82,0.26,,,,,,,
Dalton Schultz,,0,TE,3400,DAL,vs CAR,13,27.75,6.6,9.2,13.4,0,0,0,0,0,0,0,0,0,6.75,0.1596,6.75,4.91,49.08,0.33,0,0,0,0,0,0,11.8,11.8,0,1.9,25,11.8,11.8,0,100,,27,3.5,17.80,5.2,5,17,7,7,53,50,106,106,,,,,,,,,,,5.11,3.72,37.7,0.26,,,,,,,
D.J. Chark,!,0,WR,5000,JAC,@ CIN,8,19.50,9.4,12,11.5,0,0,0,0,0,0,0,0,0,7.9,0.2076,7.9,4.32,54,0.34,0,0,0,0,0,0,11.76,11.76,0,0,30.56,11.76,11.76,0,100,,15,2.4,0.00,,93,29,44,44,187,34,107,107,,,,,,,,0.05,0.45,,6.36,3.48,49.11,0.39,,,,,,,
Davis Mills,,0,QB,4900,HOU,@ BUF,11,15.00,9,0,8.9,1,26.68,197.18,1.11,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,11.76,0,0,29.76,11.76,11.76,0,100,,34,2.4,-0.32,,38,25,31,31,190,35,107,107,31.27,20.33,205.4,0.67,2.47,1.2,86.76,1.47,2.93,,,,,,,,,,,,
Damien Harris,,0,RB,5400,NE,vs TB,3,21.00,7.1,10,10.7,0,0,0,0,0,0.5916,15.39,72.87,0.74,15.39,0,0,0,0,0,0,0,0,0,0,0,11.73,11.73,0,1.08,25.93,11.73,11.73,0,100,,42,2.2,4.60,0.9,41,22,29,29,144,30,108,108,,,,,,,,12.97,61.41,0.62,1.14,0.97,7.48,,,,,,,,
Javonte Williams,,0,RB,5000,DEN,vs BAL,10,22.50,6.9,0,9.2,0,0,0,0,0,0.429,12.99,58.96,0.23,15.76,0.0795,2.77,2.21,15.77,0.11,0,0,0,0,0,0,11.72,11.72,0,1.37,25.52,11.72,11.72,0,100,,46,2.3,8.90,1.8,30,26,30,30,109,34,109,109,,,,,,,,11.84,53.74,0.21,3.63,2.89,20.58,0.16,,,,,,,
Nelson Agholor,,0,WR,4500,NE,vs TB,22,21.00,7.2,12.2,9,0,0,0,0,0,0,0,0,0,6.91,0.2613,6.91,4.16,52.55,0.38,0,0,0,0,0,0,11.7,11.7,0,0.9,26.1,11.7,11.7,0,100,,20,2.6,8.90,2,49,34,45,45,109,39,110,110,0.01,0.01,0.14,,,,1.36,0.17,1.03,,5.15,3.1,38.94,0.28,,,,,,,
Devin Singletary,,0,RB,4800,BUF,vs HOU,29,32.00,6.3,8.6,10.6,0,0,0,0,0,0.3924,11.46,53.39,0.28,14.95,0.085,3.49,2.63,16.64,0.06,0,0,0,0,0,0,11.67,11.67,0,2.22,24.27,11.67,11.67,0,100,,43,2.4,9.60,2,28,28,31,31,104,36,111,111,,,,,,,,10.64,49.57,0.26,3.3,2.49,16.32,0.06,,,,,,,
Kenneth Gainwell,,0,RB,4300,PHI,vs KC,19,23.50,6.9,0,8.6,0,0,0,0,0,0.2036,5.72,24.38,0.46,10.26,0.116,4.54,3.05,24.37,0.16,0,0,0,0,0,0,11.65,11.65,0,1.3,25.45,11.65,11.65,0,100,,16,2.7,20.90,4.9,10,33,32,32,38,41,112,112,,,,,,,,4,17.05,0.32,3.21,2.16,17.11,0.11,,,,,,,
Zach Wilson,,0,QB,5000,NYJ,vs TEN,31,19.75,6.3,0,10.1,1,31.42,208.38,1.04,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.59,11.59,0,2.14,24.19,11.59,11.59,0,100,,50,2.3,18.68,3.7,19,24,32,32,50,34,113,113,29.46,16.38,179.54,0.85,3.38,0.69,71.08,2.23,14.23,0.31,,,,,,,,,,,
Kenny Golladay,,0,WR,5500,NYG,@ NO,17,17.75,8.3,14.4,9.2,0,0,0,0,0,0,0,0,0,6.58,0.2092,6.58,3.72,58.77,0.31,0,0,0,0,0,0,11.46,11.46,0,0,28.06,11.46,11.46,0,100,,31,2.1,20.60,3.7,13,24,46,46,40,29,114,114,,,,,,,,0.03,0.27,,6.32,3.57,59.05,0.33,,,,,,,
Hunter Renfrow,,0,WR,4600,LV,@ LAC,16,24.25,7.1,8.3,14.1,0,0,0,0,0,0,0,0,0,6.29,0.1929,6.29,4.69,47.41,0.32,0,0,0,0,0,0,11.35,11.35,0,0.7,25.55,11.35,11.35,0,100,,39,2.5,16.50,3.6,21,33,47,47,62,38,115,115,,,,,,,,0.06,0.06,,6.2,4.62,49.6,0.32,,,,,,,
Nyheim Hines,,0,RB,4900,IND,@ MIA,14,20.00,6.1,12,12.1,0,0,0,0,0,0.228,5.96,25.66,0.18,11.05,0.16,5.09,3.94,27.96,0.13,0,0,0,0,0,0,11.16,11.16,0,2.01,23.36,11.16,11.16,0,100,,32,2.3,2.10,0.4,50,27,33,33,169,35,116,116,,,,,,,,4.28,18.43,0.13,4.16,3.22,23.65,0.1,,,,,,,
Michael Carter,,0,RB,4500,NYJ,vs TEN,22,19.75,7.5,0,6.2,0,0,0,0,0,0.456,12.75,56.14,0.31,15.44,0.0855,2.69,1.87,14.14,0.06,0,0,0,0,0,0,11.12,11.12,0,0,26.12,11.12,11.12,0,100,,35,2.5,10.40,2.3,26,31,34,34,97,39,117,117,,,,,,,,10.25,45.13,0.25,4.31,3,24.5,,,,,,,,
Jalen Reagor,,0,WR,4700,PHI,vs KC,12,23.50,4.1,7.4,9.9,0,0,0,0,0,0,0,0,0,8.25,0.211,8.25,4.69,50.37,0.21,0,0,0,0,0,0,10.99,10.99,0,4.84,19.19,10.99,10.99,0,100,,24,2.3,3.10,0.7,76,32,48,48,159,37,118,118,,,,,,,,0.5,2.5,,3.87,2.2,23.47,0.1,,,,,,,
Robby Anderson,,0,WR,5100,CAR,@ DAL,31,23.75,7.9,14.6,7.1,0,0,0,0,0,0,0,0,0,6.96,0.1864,6.96,3.94,51.74,0.31,0,0,0,0,0,0,10.97,10.97,0,0,26.77,10.97,10.97,0,100,,29,2.2,9.90,1.9,44,28,49,49,101,33,119,119,,,,,,,,0.17,1.03,,6.75,3.82,50.6,0.31,,,,,,,
Robert Tonyan,,0,TE,4500,GB,vs PIT,9,25.50,6.7,11.7,6.2,0,0,0,0,0,0,0,0,0,4.72,0.1524,4.72,3.7,40,0.53,0,0,0,0,0,0,10.88,10.88,0,0.83,24.28,10.88,10.88,0,100,,9,2.4,2.80,0.6,34,11,8,8,162,39,120,120,,,,,,,,,,,3.02,2.37,26.73,0.39,,,,,,,
Antonio Brown,,0,WR,5000,TB,@ NE,2,28.00,12,13.7,14.7,0,0,0,0,0,0,0,0,0,5.71,0.1391,5.71,3.78,47.98,0.38,0,0,0,0,0,0,10.86,10.86,0,0,34.86,10.86,10.86,0,100,,45,2.2,13.30,2.7,28,29,50,50,74,34,121,121,0.01,,,,0.01,,0.03,0.13,0.82,,10.43,6.9,92.18,0.72,,,,,,,
Mark Andrews,,0,TE,5300,BAL,@ DEN,11,21.50,9.1,11.6,11.5,0,0,0,0,0,0,0,0,0,5.54,0.232,5.54,3.72,45.36,0.41,0,0,0,0,0,0,10.72,10.72,0,0,28.92,10.72,10.72,0,100,,31,2,11.70,2.2,12,6,9,9,85,31,122,122,,,,,,,,0.03,0.04,,6.51,4.37,55.94,0.47,,,,,,,
Braxton Berrios,,0,WR,3700,NYJ,vs TEN,32,19.75,6.3,6.1,9.7,0,0,0,0,0,0,0,0,0,7.08,0.2253,7.08,4.79,46.05,0.2,0,0,0,0,0,0,10.6,10.6,0,1.15,23.2,10.6,10.6,0,100,,10,2.9,2.50,0.7,80,42,51,51,165,47,123,123,,,,,,,,0.33,2.53,0.06,3.86,2.61,27.14,0.14,,,,,,,
Tony Pollard,,0,RB,5700,DAL,vs CAR,1,27.75,7.3,7.5,13.9,0,0,0,0,0,0.298,8.87,44.2,0.24,12,0.074,3.13,2.41,18.88,0.05,0,0,0,0,0,0,10.46,10.46,0,0,25.06,10.46,10.46,0,100,,15,1.8,6.70,1.2,36,19,35,35,130,27,124,124,,,,,,,,7,34.88,0.19,2.44,1.88,14.94,0.04,,,,,,,
DeVante Parker,,0,WR,5200,MIA,vs IND,29,22.00,7.6,12.5,9.8,0,0,0,0,0,0,0,0,0,6.85,0.1995,6.85,3.94,51.31,0.23,0,0,0,0,0,0,10.45,10.45,0,0,25.65,10.45,10.45,0,100,,32,2,17.70,3.4,17,27,52,52,55,32,125,125,,,,,,,,,,,6.69,3.85,53.83,0.27,,,,,,,
