,,,,,Game and Vegas,,,,,,,Proj. Passing Stats,,,,,Proj. Rushing Stats,,,,,Proj. Receiving Stats,,,,,Proj. Defensive Stats,,,,,,Proj. Fantasy Pts,,,Projected Values,,,,,,,,,Actual Data,,Position Rankings,,,,Overall Rankings,,,,Passing Stat Avgs,,,,,,,Rushing Stat Avgs,,,Receiving Stat Avgs,,,,Defense Stat Avgs,,,,,,
David Njoku,,0,TE,3300,CLE,vs DEN,3,20.50,5.8,4.9,10.1,0,0,0,0,0,0,0,0,0,2.72,0.1044,2.72,1.69,18.99,0.13,0,0,0,0,0,0,4.37,4.37,0,0,15.97,4.37,4.37,0,100,,15,1.3,3.80,1.2,30,19,32,32,136,49,184,184,,,,,,,,0.03,0.03,,3.94,2.45,29.05,0.23,,,,,,,
Durham Smythe,,0,TE,2500,MIA,vs ATL,11,23.25,2.8,4.5,3.9,0,0,0,0,0,0,0,0,0,2.69,0.0806,2.69,2.05,19.22,0.06,0,0,0,0,0,0,4.33,4.33,0,0.13,9.93,4.33,4.33,0,100,,22,1.7,6.70,2.7,20,27,33,33,110,57,185,185,,,,,,,,0.05,0.07,,2.23,1.7,15.89,0.05,,,,,,,
Pharaoh Brown,,0,TE,2600,HOU,@ ARI,1,13.75,3.6,4.7,3.9,0,0,0,0,0,0,0,0,0,2.78,0.102,2.78,2.03,17.24,0.09,0,0,0,0,0,0,4.29,4.29,0,0,11.49,4.29,4.29,0,100,,5,1.7,4.10,1.6,29,26,34,34,134,56,186,186,,,,,,,,,,,2.36,1.72,16.08,0.08,,,,,,,
Bengals,,0,DST,2800,CIN,@ BAL,7,26,4.9,2.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0.82,0.17,0,0,26,4.28,4.28,0,0,14.08,4.28,4.28,0,100,,13,1.5,6.00,2.1,9,10,19,19,118,54,187,187,,,,,,,,,,,,,,,2.13,0.88,0.33,0.11,0.02,22.81,373.25
Tony Jones,,0,RB,4000,NO,@ SEA,17,23.25,1.9,1.3,3.2,0,0,0,0,0,0.1395,4.09,11.29,0.11,6.02,0.0668,1.93,1.35,8.09,0.05,0,0,0,0,0,0,4.25,4.25,0,1.4,8.05,4.25,4.25,0,100,,17,1.1,0.00,,63,34,49,49,175,42,188,188,,,,,,,,4.92,13.58,,0.83,0.58,3.42,,,,,,,,
Tyler Johnson,,0,WR,3000,TB,vs CHI,21,29.50,3.4,3.8,3.6,0,0,0,0,0,0,0,0,0,2.84,0.0697,2.84,1.84,19.62,0.07,0,0,0,0,0,0,4.22,4.22,0,0,11.02,4.22,4.22,0,100,,23,1.4,3.60,1.2,58,45,72,72,139,52,189,189,,,,,,,,,,,2.93,1.9,20.86,0.07,,,,,,,
Rashard Higgins,,0,WR,3500,CLE,vs DEN,17,20.50,5.9,10.1,6.3,0,0,0,0,0,0,0,0,0,2.51,0.0963,2.51,1.52,19.98,0.1,0,0,0,0,0,0,4.12,4.12,0,0,15.92,4.12,4.12,0,100,,2,1.2,0.80,0.2,72,40,73,73,169,47,190,190,,,,,,,,0.01,0.06,,3.46,2.09,29.07,0.17,,,,,,,
Chris Evans,,0,RB,4000,CIN,@ BAL,3,20.00,5.3,0,6.6,0,0,0,0,0,0,0,0,0,1.86,0.0582,1.86,1.57,14.41,0.18,0,0,0,0,0,0,4.09,4.09,0,0,14.69,4.09,4.09,0,100,,0,1,0.00,,63,34,50,50,175,42,191,191,,,,,,,,1.58,7.5,,1.58,1.33,12.83,0.17,,,,,,,
Albert Wilson,,0,WR,3000,MIA,vs ATL,24,23.25,6.5,0,2.9,0,0,0,0,0,0,0,0,0,2.48,0.0742,2.48,1.61,17.71,0.11,0,0,0,0,0,0,4.04,4.04,0,0,17.04,4.04,4.04,0,100,,14,1.3,0.00,,75,45,74,74,175,52,192,192,0.05,0.03,0.96,,0.03,0.01,10.14,0.39,2.28,0.01,4.37,2.84,31.12,0.19,,,,,,,
Donovan Peoples-Jones,!,0,WR,4100,CLE,vs DEN,17,20.50,7,4.5,10,0,0,0,0,0,0,0,0,0,2.13,0.0818,2.13,1.28,21.49,0.1,0,0,0,0,0,0,4.03,4.03,0,0,18.03,4.03,4.03,0,100,,11,1,0.00,,75,34,75,75,175,41,193,193,,,,,,,,,,,3.88,2.33,41.33,0.21,,,,,,,
Jerick McKinnon,,0,RB,4100,KC,@ TEN,30,31.50,7.5,9,2.1,0,0,0,0,0,0.1222,3.74,14.65,0.09,5.01,0.0319,1.27,0.95,7.06,0.05,0,0,0,0,0,0,3.96,3.96,0,0,18.96,3.96,3.96,0,100,,16,1,3.70,0.9,44,33,51,51,137,41,194,194,0.01,,,,,,0.53,6.76,26.48,0.17,3.31,2.48,19.11,0.12,,,,,,,
Geoff Swaim,,0,TE,2500,TEN,vs KC,31,27.50,3.6,3.5,1.8,0,0,0,0,0,0,0,0,0,2.31,0.0741,2.31,1.82,13.7,0.11,0,0,0,0,0,0,3.85,3.85,0,0,11.05,3.85,3.85,0,100,,12,1.5,1.80,0.7,36,27,35,35,159,57,195,195,,,,,,,,,,,2.49,1.96,15.28,0.11,,,,,,,
Seahawks,,0,DST,2900,SEA,vs NO,5,23.25,5,6.2,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,0.33,0.67,0,0,23.25,3.82,3.82,0,0,13.82,3.82,3.82,0,100,,32,1.3,8.00,2.8,7,9,20,20,101,53,196,196,,,,,,,,,,,,,,,2.38,0.76,0.61,0.15,0.06,20.89,352.66
Trey Sermon,,0,RB,4800,SF,vs IND,1,22.25,4.3,0,5.5,0,0,0,0,0,0.3092,6.84,27.86,0.17,6.84,0,0,0,0,0,0,0,0,0,0,0,3.81,3.81,0,0,12.41,3.81,3.81,0,100,,25,0.8,0.00,,63,26,52,52,175,34,197,197,,,,,,,,8.2,33.4,0.2,0.8,0.6,5.2,,,,,,,,
Ronald Jones,,0,RB,4200,TB,vs CHI,4,29.50,7.2,13,3.9,0,0,0,0,0,0.2744,5.73,25.26,0.2,5.73,0,0,0,0,0,0,0,0,0,0,0,3.73,3.73,0,0,18.13,3.73,3.73,0,100,,21,0.9,5.30,1.3,39,32,53,53,125,40,198,198,,,,,,,,9.64,42.49,0.34,2,1.43,10.77,0.02,,,,,,,
Kendall Hinton,,0,WR,3000,DEN,@ CLE,13,19.50,3.3,-0.8,6,0,0,0,0,0,0,0,0,0,2.22,0.0654,2.22,1.48,17.46,0.08,0,0,0,0,0,0,3.71,3.71,0,0,10.31,3.71,3.71,0,100,,3,1.2,3.50,1.2,59,45,76,76,140,52,199,199,0.83,0.17,1.17,0.17,0.08,,6.6,0.17,0.58,,2,1.33,16.25,0.08,,,,,,,
Chris Conley,,0,WR,3300,HOU,@ ARI,19,13.75,5.4,7,4.2,0,0,0,0,0,0,0,0,0,2.35,0.086,2.35,1.38,16.27,0.1,0,0,0,0,0,0,3.61,3.61,0,0,14.41,3.61,3.61,0,100,,16,1.1,0.00,,75,42,77,77,175,49,200,200,,,,,,,,0.01,0.03,,3.97,2.33,30.19,0.17,,,,,,,
Commanders,,0,DST,2200,WAS,@ GB,11,28,5.1,7.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0.61,0.3,0,0.16,28,3.61,3.61,0,0,13.81,3.61,3.61,0,100,,23,1.6,7.00,3.2,8,16,21,21,109,60,200,200,,,,,,,,,,,,,,,2.56,0.81,0.56,0.13,0.03,23.38,363.32
Khadarel Hodge,,0,WR,3000,DET,@ LAR,3,16.75,3.2,4.1,3,0,0,0,0,0,0,0,0,0,2.12,0.0649,2.12,1.18,17.63,0.09,0,0,0,0,0,0,3.48,3.48,0,0,9.88,3.48,3.48,0,100,,0,1.2,1.30,0.4,70,45,78,78,165,52,201,201,,,,,,,,,,,2.17,1.21,18.1,,,,,,,,
Falcons,,0,DST,2700,ATL,@ MIA,24,23.25,5.8,4.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.22,0.44,0,0,23.25,3.31,3.31,0,0,14.91,3.31,3.31,0,100,,0,1.2,6.00,2.2,9,11,22,22,118,55,202,202,,,,,,,,,,,,,,,1.82,0.76,0.51,0.17,0.03,23.72,364.54
Phillip Lindsay,,0,RB,4200,HOU,@ ARI,7,13.75,7.8,6.3,4.6,0,0,0,0,0,0.2531,5.34,24.02,0.15,5.34,0,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,0,18.9,3.3,3.3,0,100,,20,0.8,0.80,0.2,59,32,54,54,169,40,203,203,,,,,,,,11.11,49.98,0.32,2.04,1.45,9.11,0.04,,,,,,,
Titans,,0,DST,2100,TEN,vs KC,3,31.5,5.4,4.4,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0.59,0.15,0,0.15,31.5,3.3,3.3,0,0,14.1,3.3,3.3,0,100,,16,1.6,17.00,8.1,2,17,23,23,43,61,203,203,,,,,,,,,,,,,,,2.4,0.8,0.45,0.14,0.01,22.39,359.94
Gerald Everett,,0,TE,3000,SEA,vs NO,13,18.25,5.2,5.5,6.9,0,0,0,0,0,0,0,0,0,2.18,0.0795,2.18,1.4,13.78,0.08,0,0,0,0,0,0,3.26,3.26,0,0,13.66,3.26,3.26,0,100,,16,1.1,5.30,1.8,26,22,36,36,125,52,204,204,,,,,,,,0.1,0.65,0.01,3.73,2.4,26.23,0.17,,,,,,,
Lee Smith,,0,TE,2500,ATL,@ MIA,9,24.25,2.8,3.9,5.9,0,0,0,0,0,0,0,0,0,1.47,0.037,1.47,1.25,9.01,0.18,0,0,0,0,0,0,3.23,3.23,0,0,8.83,3.23,3.23,0,100,,18,1.3,1.70,0.7,37,27,37,37,160,57,205,205,,,,,,,,,,,1.52,1.29,9.21,0.19,,,,,,,
Trent Sherfield,,0,WR,3000,SF,vs IND,31,22.25,3.7,1.1,4.1,0,0,0,0,0,0,0,0,0,2.34,0.0652,2.34,1.27,14.03,0.06,0,0,0,0,0,0,3.03,3.03,0,0,10.43,3.03,3.03,0,100,,0,1,1.90,0.6,65,45,79,79,158,52,206,206,,,,,,,,,,,2.64,1.43,15.86,0.07,,,,,,,
Lions,,0,DST,2100,DET,@ LAR,9,33.75,5.3,2.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0.59,0.44,0,0,33.75,2.99,2.99,0,0,13.59,2.99,2.99,0,100,,0,1.4,0.00,,15,17,24,24,175,61,207,207,,,,,,,,,,,,,,,1.99,0.59,0.48,0.15,0.05,25.09,371.78
Le'Veon Bell,,0,RB,4500,BAL,vs CIN,26,26.00,11.4,6.3,4.5,0,0,0,0,0,0.1564,5.28,21.97,0.13,5.28,0,0,0,0,0,0,0,0,0,0,0,2.98,2.98,0,0,25.78,2.98,2.98,0,100,,34,0.7,1.40,0.3,55,29,55,55,164,37,208,208,0.01,,,,,,0.55,15.9,66.15,0.4,4.92,3.94,29.54,0.1,,,,,,,
Keelan Cole,,0,WR,3000,NYJ,@ NE,8,17.75,6.6,9.5,7.7,0,0,0,0,0,0,0,0,0,1.95,0.0595,1.95,1.12,15.04,0.06,0,0,0,0,0,0,2.98,2.98,0,0,16.18,2.98,2.98,0,100,,12,1,1.60,0.5,68,45,80,80,161,52,208,208,0.01,,,,,,0.54,0.03,0.11,,4.49,2.57,37.47,0.18,,,,,,,
Preston Williams,,0,WR,3100,MIA,vs ATL,24,23.25,6.5,9.7,5.5,0,0,0,0,0,0.0228,0.58,3.71,0.02,2.13,0.0465,1.55,0.78,11.01,0.1,0,0,0,0,0,0,2.97,2.97,0,0,15.97,2.97,2.97,0,100,,22,1,1.50,0.5,69,44,81,81,163,51,209,209,,,,,0.05,,,0.05,0.32,,5.05,2.55,35.77,0.32,,,,,,,
James Proche,,0,WR,3000,BAL,vs CIN,11,26.00,5,0.2,5,0,0,0,0,0,0,0,0,0,1.56,0.0572,1.56,1.15,14.02,0.07,0,0,0,0,0,0,2.97,2.97,0,0,12.97,2.97,2.97,0,100,,0,1,0.00,,75,45,81,81,175,52,209,209,,,,,,,,,,,2.3,1.7,21.6,,,,,,,,
Chiefs,,0,DST,2600,KC,@ TEN,6,27.5,7,6.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0.63,0.31,0,0.16,27.5,2.93,2.93,0,0,16.93,2.93,2.93,0,100,,15,1.1,3.00,1.2,12,12,25,25,144,56,210,210,,,,,,,,,,,,,,,2.32,1.02,0.57,0.29,0.02,21.26,367.33
Marcus Johnson,,0,WR,3000,TEN,vs KC,10,27.50,6.1,4.7,4.1,0,0,0,0,0,0,0,0,0,1.79,0.0572,1.79,0.96,15.42,0.07,0,0,0,0,0,0,2.92,2.92,0,0,15.12,2.92,2.92,0,100,,0,1,0.50,0.2,73,45,82,82,172,52,211,211,,,,,,,,0.09,-0.13,,2.91,1.56,25.94,0.09,,,,,,,
Texans,,0,DST,2000,HOU,@ ARI,12,33.75,6.4,2.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.89,0.29,0,0,33.75,2.85,2.85,0,0,15.65,2.85,2.85,0,100,,0,1.4,7.00,3.5,8,18,26,26,109,62,212,212,,,,,,,,,,,,,,,2.18,0.76,0.52,0.16,0.02,23.56,363.93
Tajae Sharpe,,0,WR,3400,ATL,@ MIA,23,24.25,5,0,4.1,0,0,0,0,0,0,0,0,0,1.95,0.049,1.95,1.07,12.7,0.08,0,0,0,0,0,0,2.82,2.82,0,0,12.82,2.82,2.82,0,100,,0,0.8,3.80,1.1,56,41,83,83,136,48,213,213,,,,,,,,0.03,0.27,,3.26,1.79,21,0.13,,,,,,,
Russell Gage,,0,WR,4000,ATL,@ MIA,23,24.25,7.6,11.5,3.9,0,0,0,0,0,0,0,0,0,1.79,0.045,1.79,1.21,12.92,0.05,0,0,0,0,0,0,2.8,2.8,0,0,18,2.8,2.8,0,100,,21,0.7,16.70,4.2,15,35,84,84,46,42,214,214,0.04,0.02,0.78,,,0.02,3.96,0.12,0.42,,5.9,4,42.12,0.18,,,,,,,
Harrison Bryant,,0,TE,2500,CLE,vs DEN,3,20.50,4.2,4.9,3.2,0,0,0,0,0,0,0,0,0,1.56,0.0598,1.56,1.04,10.52,0.1,0,0,0,0,0,0,2.69,2.69,0,0,11.09,2.69,2.69,0,100,,14,1.1,2.50,1,34,27,38,38,151,57,215,215,,,,,,,,,,,2.68,1.79,19.07,0.21,,,,,,,
Chris Moore,,0,WR,3600,HOU,@ ARI,19,13.75,4.4,0,10.1,0,0,0,0,0,0,0,0,0,1.67,0.061,1.67,1.06,10.35,0.09,0,0,0,0,0,0,2.64,2.64,0,0,11.44,2.64,2.64,0,100,,0,0.7,0.00,,75,39,85,85,175,46,216,216,,,,,,,,0.22,0.54,,2.3,1.46,15.66,0.12,,,,,,,
Marlon Mack,,0,RB,4000,IND,@ SF,16,19.25,8.7,8.6,3.1,0,0,0,0,0,0.15,3.98,17.76,0.14,3.98,0,0,0,0,0,0,0,0,0,0,0,2.62,2.62,0,0,20.02,2.62,2.62,0,100,,22,0.7,0.40,0.1,61,34,56,56,173,42,217,217,,,,,,,,12.5,55.79,0.44,1.83,1.23,9.46,0.04,,,,,,,
Marcedes Lewis,,0,TE,2500,GB,vs WAS,6,28.00,3.9,4,3.4,0,0,0,0,0,0,0,0,0,1.61,0.0496,1.61,1,10.25,0.08,0,0,0,0,0,0,2.51,2.51,0,0,10.31,2.51,2.51,0,100,,0,1,6.10,2.4,24,27,39,39,117,57,218,218,,,,,,,,,,,2.28,1.41,15.02,0.13,,,,,,,
Josh Reynolds,,0,WR,3000,TEN,vs KC,10,27.50,5.7,7.9,6.9,0,0,0,0,0,0,0,0,0,1.54,0.0494,1.54,0.87,11.2,0.08,0,0,0,0,0,0,2.47,2.47,0,0,13.87,2.47,2.47,0,100,,14,0.8,5.30,1.8,48,45,86,86,125,52,219,219,,,,,,,,0.15,0.91,,4.16,2.34,31.31,0.18,,,,,,,
Anthony Schwartz,,0,WR,3000,CLE,vs DEN,17,20.50,3.7,0,2.4,0,0,0,0,0,0,0,0,0,1.84,0.0705,1.84,0.81,10.76,0.07,0,0,0,0,0,0,2.31,2.31,0,0,9.71,2.31,2.31,0,100,,0,0.8,4.00,1.3,55,45,87,87,135,52,220,220,,,,,,,,0.62,4.54,,1.92,0.85,11.85,0.08,,,,,,,
Nico Collins,,0,WR,3200,HOU,@ ARI,19,13.75,3.6,0,4.8,0,0,0,0,0,0,0,0,0,1.67,0.061,1.67,0.89,11.04,0.02,0,0,0,0,0,0,2.11,2.11,0,0,9.31,2.11,2.11,0,100,,41,0.7,4.80,1.5,50,43,88,88,129,50,221,221,,,,,,,,,,,4.56,2.44,33.13,0.06,,,,,,,
Darren Fells,,0,TE,2500,DET,@ LAR,26,16.75,5.2,6.4,3.4,0,0,0,0,0,0,0,0,0,0.78,0.024,0.78,0.56,6.62,0.09,0,0,0,0,0,0,1.76,1.76,0,0,12.16,1.76,1.76,0,100,,9,0.7,1.60,0.6,38,27,40,40,161,57,222,222,,,,,,,,,,,2.45,1.77,20.85,0.31,,,,,,,
Lil'Jordan Humphrey,,0,WR,3000,NO,@ SEA,16,23.25,3.9,5.3,3.7,0,0,0,0,0,0,0,0,0,0.69,0.024,0.69,0.46,8.32,0.07,0,0,0,0,0,0,1.71,1.71,0,0,9.51,1.71,1.71,0,100,,32,0.6,0.00,,75,45,89,89,175,52,223,223,,,,,,,,,,,2.25,1.5,26.67,0.25,,,,,,,
Alec Ingold,,0,RB,4000,LV,vs PHI,21,24.50,,,,0,0,0,0,0,0,0,0,0,1.15,0.0315,1.15,0.86,6.31,0.03,0,0,0,0,0,0,1.67,1.67,0,0,,1.67,1.67,0,100,,0,0.4,4.00,1,42,34,57,57,135,42,224,224,,,,,,,,,,,,,,,,,,,,,
Royce Freeman,,0,RB,4000,CAR,@ NYG,18,23.00,4.5,3.4,1.7,0,0,0,0,0,0.1095,2.91,11.18,0.06,2.91,0,0,0,0,0,0,0,0,0,0,0,1.48,1.48,0,0,10.48,1.48,1.48,0,100,,26,0.4,2.90,0.7,45,34,58,58,145,42,225,225,,,,,,,,6.79,26.08,0.15,1.9,1.52,9.35,0.02,,,,,,,
Kylen Granson,,0,TE,2500,IND,@ SF,4,19.25,1.5,0,2.6,0,0,0,0,0,0,0,0,0,0.79,0.0244,0.79,0.53,4.47,0.05,0,0,0,0,0,0,1.28,1.28,0,0,4.28,1.28,1.28,0,100,,40,0.5,0.00,,43,27,41,41,175,57,226,226,,,,,,,,,,,2,1.33,11.83,,,,,,,,
Denzel Mims,,0,WR,3000,NYJ,@ NE,8,17.75,3.7,6.7,5.2,0,0,0,0,0,0,0,0,0,0.87,0.0265,0.87,0.4,5.79,0.03,0,0,0,0,0,0,1.16,1.16,0,0,8.56,1.16,1.16,0,100,,14,0.4,1.60,0.5,68,45,90,90,161,52,227,227,,,,,,,,,,,3.58,1.63,25.79,,,,,,,,
Damiere Byrd,,0,WR,3000,CHI,@ TB,22,17.50,6,7.9,2.5,0,0,0,0,0,0,0,0,0,0.66,0.0214,0.66,0.43,5.19,0.02,0,0,0,0,0,0,1.07,1.07,0,0,13.07,1.07,1.07,0,100,,6,0.4,2.00,0.7,64,45,91,91,157,52,228,228,,,,,,,,0.06,0.57,,3.83,2.49,30.23,0.11,,,,,,,
J.J. Taylor,,0,RB,4000,NE,vs NYJ,23,24.75,4.5,2.1,0.9,0,0,0,0,0,0.057,1.55,5.43,0.07,1.55,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,9.96,0.96,0.96,0,100,,0,0.2,15.60,3.9,16,34,59,59,51,42,229,229,,,,,,,,4.2,14.7,0.2,0.6,0.5,1.2,,,,,,,,
Kylin Hill,,0,RB,4000,GB,vs WAS,24,28.00,0.5,0,0.6,0,0,0,0,0,0.071,2.08,4.99,0.06,2.08,0,0,0,0,0,0,0,0,0,0,0,0.86,0.86,0,0.11,1.86,0.86,0.86,0,100,,50,0.2,0.20,0.1,62,34,60,60,174,42,230,230,,,,,,,,2.5,6,,0.5,0.25,1.25,,,,,,,,
David Moore,,0,WR,3000,DEN,@ CLE,13,19.50,6,7.1,0,0,0,0,0,0,0,0,0,0,0.43,0.0127,0.43,0.25,3.6,0.04,0,0,0,0,0,0,0.85,0.85,0,0,12.85,0.85,0.85,0,100,,3,0.3,0.00,,75,45,92,92,175,52,231,231,,,,,,,,0.3,2.15,,3,1.72,25.98,0.28,,,,,,,
Jaret Patterson,,0,RB,4000,WAS,@ GB,6,20.00,5.2,0,1.4,0,0,0,0,0,0.055,1.37,5.36,0.04,1.37,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,11.18,0.78,0.78,0,100,,0,0.2,0.00,,63,34,61,61,175,42,232,232,,,,,,,,4.86,19,0.14,0.79,0.71,5.21,,,,,,,,
Wayne Gallman,,0,RB,4000,ATL,@ MIA,19,24.25,6.2,10,1.6,0,0,0,0,0,0.052,1.32,5.59,0.03,1.32,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,13.14,0.74,0.74,0,100,,3,0.2,0.20,0.1,62,34,62,62,174,42,233,233,,,,,,,,6.65,28.15,0.16,2.09,1.47,9.44,0.04,,,,,,,
Colby Parkinson,,0,TE,2500,SEA,vs NO,13,18.25,3.8,3.6,1.1,0,0,0,0,0,0,0,0,0,0.3,0.0111,0.3,0.23,2.08,0.02,0,0,0,0,0,0,0.56,0.56,0,0,8.16,0.56,0.56,0,100,,0,0.2,0.00,,43,27,42,42,175,57,234,234,,,,,,,,,,,1.71,1.29,13.14,0.14,,,,,,,
Trayveon Williams,,0,RB,4000,CIN,@ BAL,3,20.00,3.1,3.8,1.3,0,0,0,0,0,0.0294,0.72,3.65,0.02,0.72,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,0,0,6.69,0.49,0.49,0,100,,16,0.1,0.00,,63,34,63,63,175,42,235,235,,,,,,,,5.13,26,,0.88,0.75,4.25,,,,,,,,
Rashaad Penny,!,0,RB,4000,SEA,vs NO,11,18.25,9.6,1.1,0.8,0,0,0,0,0,0.0279,0.58,3.22,0.02,0.58,0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0,0,19.64,0.44,0.44,0,100,,0,0.1,0.90,0.2,58,34,64,64,168,42,236,236,,,,,,,,8.16,45.3,0.3,0.92,0.68,5.76,0.03,,,,,,,
Christian McCaffrey,!,0,RB,8500,CAR,@ NYG,18,23.00,11.2,30.1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,52,0,0.00,,63,3,65,65,175,4,237,237,0.05,0.02,0.82,,,0.02,10.35,13.31,61.28,0.51,7.49,6.08,51.9,0.3,,,,,,,
Nick Chubb,!,0,RB,7000,CLE,vs DEN,15,20.50,10,18.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,38,0,0.00,,63,6,65,65,175,12,237,237,,,,,,,,15.44,81.7,0.61,2.17,1.64,13.77,0.06,,,,,,,
Saquon Barkley,!,0,RB,6700,NYG,vs CAR,10,20.00,11,7.7,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,41,0,0.00,,63,7,65,65,175,15,237,237,,,,,,,,14.89,67.72,0.43,5.81,4.26,32.66,0.17,,,,,,,
Darren Waller,,0,TE,6700,LV,vs PHI,12,24.50,9.8,18.5,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,43,2,43,43,175,15,237,237,,,,,,,,0.05,0.43,,6.83,4.78,56.52,0.28,,,,,,,
Kareem Hunt,!,0,RB,6500,CLE,vs DEN,15,20.50,9.5,13.9,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,42,0,0.00,,63,9,65,65,175,17,237,237,,,,,,,,12.84,58.98,0.52,3.63,2.92,25.88,0.27,,,,,,,
Russell Wilson,!,0,QB,6400,SEA,vs NO,19,18.25,8.5,24.2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,59,0,0.00,,33,8,27,27,175,18,237,237,31.23,20.32,242.74,0.57,2.8,1.92,102.48,4.72,25.12,0.11,,,,,,,,,,,
Antonio Brown,!,0,WR,6300,TB,vs CHI,21,29.50,12,13.7,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,45,0,0.00,,75,12,93,93,175,19,237,237,0.01,,,,0.01,,0.03,0.13,0.82,,10.43,6.9,92.18,0.72,,,,,,,
Michael Thomas,,0,WR,5900,NO,@ SEA,16,23.25,9.8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,49,0,,,75,16,93,93,175,23,237,237,,,,,,,,0.03,-0.1,,9.34,7.11,84.13,0.5,,,,,,,
Latavius Murray,!,0,RB,5800,BAL,vs CIN,26,26.00,8.1,9.3,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,23,0,0.00,,63,16,65,65,175,24,237,237,,,,,,,,11.38,46.47,0.44,2.08,1.66,11.43,0.03,,,,,,,
Baker Mayfield,!,0,QB,5800,CLE,vs DEN,8,20.50,6.6,16.8,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,60,0,0.00,,33,12,27,27,175,24,237,237,32.05,19.67,233.94,0.91,2.2,1.53,88.92,2.77,9.78,0.09,,,,,,,,,,,
Trey Lance,!,0,QB,5800,SF,vs IND,32,22.25,7.4,0,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,26,0,0.00,,33,12,27,27,175,24,237,237,12.75,7,99.63,0.38,0.75,0.63,71.03,6.75,29.38,0.13,,,,,,,,,,,
Kenny Golladay,!,0,WR,5700,NYG,vs CAR,9,20.00,8.3,14.4,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,31,0,0.00,,75,18,93,93,175,25,237,237,,,,,,,,0.03,0.27,,6.32,3.57,59.05,0.33,,,,,,,
Sterling Shepard,!,0,WR,5600,NYG,vs CAR,9,20.00,7.8,13.8,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,39,0,0.00,,75,19,93,93,175,26,237,237,,,,,,,,0.31,2.4,0.01,7.28,4.81,54.03,0.29,,,,,,,
Clyde Edwards-Helaire,!,0,RB,5400,KC,@ TEN,30,31.50,6.2,13.6,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,53,0,0.00,,63,20,65,65,175,28,237,237,,,,,,,,11.93,54.96,0.32,3.25,2.32,18.39,0.18,,,,,,,
George Kittle,!,0,TE,5400,SF,vs IND,28,22.25,9.6,16.4,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,28,0,0.00,,43,5,43,43,175,28,237,237,,,,,,,,0.15,0.92,,6.69,4.79,63.33,0.28,,,,,,,
